advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	u	unknown	FI	Finland	10	1	1576	380	14	0
European Parliament	European Parliament	178362315106	Facebook	u	unknown	FI	Finland	1	1	1465	732	14	7
Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	u	unknown	FI	Finland	4	1	1141	277	11	1
Miikka-Markus Leskinen europarlamenttiin	Leskinen Miikka-Markus	1964589417153542	Facebook	u	unknown	FI	Finland	2	1	923	184	9	1
Kristillisdemokraatit	Kristillisdemokraatit	157614802920	Facebook	u	unknown	FI	Finland	3	1	618	120	7	1
Poliitikko Sami Yli-Rahnasto	Pohjanmaan Kokoomus ry	371635287025743	Facebook	u	unknown	FI	Finland	1	1	470	94	0	0
Mauri Pekkarinen	Mauri Pekkarinen	177939666416553	Facebook	u	unknown	FI	Finland	1	1	452	90	4	0
Petra Schulze Steinen	Schulze-Steinen Petra Elina Marjatta	266912807301110	Facebook	u	unknown	FI	Finland	4	1	246	46	6	0
Matilda af Hällström	af Hällström Matilda Linnea Alice	430195364409025	Facebook	u	unknown	FI	Finland	2	1	224	44	4	0
Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	u	unknown	FI	Finland	2	1	170	34	3	0
Mikkel Näkkäläjärvi	Nakkalajarvi Mikkel Antte Iisakki	617733068345315	Facebook	u	unknown	FI	Finland	4	1	158	30	3	0
Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	u	unknown	FI	Finland	1	1	120	24	2	0
Filip Hamro-Drotz	HAMRO-DROTZ DENNIS MIKAEL	2251922594829597	Facebook	u	unknown	FI	Finland	4	1	119	14	6	0
Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	u	unknown	FI	Finland	4	1	111	22	2	0
Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	u	unknown	FI	Finland	3	1	106	19	2	0
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	u	unknown	FI	Finland	1	1	85	17	1	0
Karri Ollila Europarlamenttiin 2019	Karri Ollila	300059733998436	Facebook	u	unknown	FI	Finland	1	1	80	40	0	0
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	u	unknown	FI	Finland	1	1	66	13	1	0
Matleena Käppi	Matleena Käpin vuoden 2019 vaalien tukiyhdistys	1806983809518838	Facebook	u	unknown	FI	Finland	1	1	65	13	1	0
Filip Björklöf	Filip Björklöfs understödsförening	432450826819256	Facebook	u	unknown	FI	Finland	2	1	65	9	2	0
Kaisa Penny	Kaisa Penny	259256970891807	Facebook	u	unknown	FI	Finland	1	1	58	11	1	0
Tekniikan Maailma	Rainisto Sami Pasi Kalevi	309780042465696	Facebook	u	unknown	FI	Finland	1	1	56	11	1	0
Irja Sokka Poliitikko	Irja Sokka Poliitikko	689010728162410	Facebook	u	unknown	FI	Finland	3	1	54	8	2	0
Mikko Ohela	Mikko Ohela	201647537374497	Facebook	u	unknown	FI	Finland	1	1	50	10	1	0
Anna Sirkiä	Anna Sirkiä	115751458577078	Facebook	u	unknown	FI	Finland	1	1	37	7	0	0
Eurooppalainen Suomi ry	Eurooppalainen Suomi ry	163903613685550	Facebook	u	unknown	FI	Finland	2	1	36	0	3	0
Anna Jungner-Nordgren	Stödföreningen för Anna Jungner-Nordgren	126206450772264	Facebook	u	unknown	FI	Finland	1	1	33	0	3	0
Henrik Wickström	Wickström 2019	448116415229902	Facebook	u	unknown	FI	Finland	4	1	31	0	3	0
VIKES Viestintä ja kehitys -säätiö	Viestintä ja kehitys -säätiö	381290523932	Facebook	u	unknown	FI	Finland	1	1	18	0	1	0
Riku Eskelinen	Riku Eskelisen eurovaalien tukiyhdistys Herttoniemen Keskustaseura ry	312837175579728	Facebook	u	unknown	FI	Finland	1	1	17	0	1	0
Miikka Keränen	Keranen Miikka Markus	126768630726940	Facebook	u	unknown	FI	Finland	1	1	15	0	1	0
Allianssi	Allianssi	189362187761641	Facebook	u	unknown	FI	Finland	1	1	15	0	1	0
Äänioikeus.fi		753565071658403	Facebook	u	unknown	FI	Finland	1	1	14	2	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	u	unknown	FI	Finland	1	1	8	4	0	0
Asseri Kinnunen	Kinnunen Henri Asseri	1159967857373678	Facebook	u	unknown	FI	Finland	1	1	7	0	0	0
Janika Takatalo	Takatalo Janika Emmi Kristiina	1380023342235751	Facebook	u	unknown	FI	Finland	1	1	6	0	0	0
European Commission	European Commission	107898832590939	Facebook	u	unknown	FI	Finland	2	1	3	1	0	0
Mirja Vehkaperä	Vehkaperä Mirja Tellervo	237130593122439	Facebook	u	unknown	FI	Finland	1	1	3	0	0	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	u	unknown	FI	Finland	4	1	1	0	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	u	unknown	FI	Finland	2	1	0	0	0	0
