gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	FI	Finland	1537	164	16183308	5336184	193242	32158
m	male	FI	Finland	1514	161	12790873	4032865	159280	24703
u	unknown	FI	Finland	1390	159	402672	133957	4704	807
