country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LV	Latvia	f	female	2388	595	11300481	3974483	52993	5542
LV	Latvia	m	male	2224	583	8990495	3195828	40224	4701
LV	Latvia	u	unknown	2079	540	52170	18614	250	31
