age_code	age_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	SE	Sweden	1316	377	2419299	841075	13896	3244
18_24	18-24	SE	Sweden	8105	1660	25971727	9176696	200855	50324
25_34	25-34	SE	Sweden	9778	1837	36838073	12631717	298627	73261
35_44	35-44	SE	Sweden	9815	1813	30662419	10219307	251453	61325
45_54	45-54	SE	Sweden	9327	1764	27269933	9021811	235172	57397
55_64	55-64	SE	Sweden	8268	1659	20289859	6538071	188592	46810
65_	65+	SE	Sweden	7255	1511	23389601	7788975	232882	59195
