recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	IE	Ireland	434	132	1512593	503327	10947	1382
rd2	Last 2 days	2019-05-14	2019-05-15	IE	Ireland	456	138	3085602	1022049	22070	2779
rd3	Last 3 days	2019-05-13	2019-05-15	IE	Ireland	499	147	4725986	1582596	31798	4235
rd4	Last 4 days	2019-05-12	2019-05-15	IE	Ireland	531	152	6259296	2113222	39826	5553
rd5	Last 5 days	2019-05-11	2019-05-15	IE	Ireland	586	158	7847734	2669812	47469	6885
rd6	Last 6 days	2019-05-10	2019-05-15	IE	Ireland	758	163	9719011	3303316	57292	8382
rw1	Last week	2019-05-09	2019-05-15	IE	Ireland	788	171	11617165	3985837	69429	10568
rw2	Last 2 weeks	2019-05-02	2019-05-15	IE	Ireland	1100	232	20520427	7050546	131698	19831
rw3	Last 3 weeks	2019-04-25	2019-05-15	IE	Ireland	1415	309	29060835	10341283	179882	26691
rw4	Last 4 weeks	2019-04-18	2019-05-15	IE	Ireland	1655	391	34453501	12547765	207636	30623
rm1	Last month	2019-04-16	2019-05-15	IE	Ireland	1727	409	35168403	12800883	212009	31308
rm2	Last 2 months	2019-03-17	2019-05-15	IE	Ireland	3408	880	46499351	16913766	295711	42465
rm3	Last 3 months	2019-02-15	2019-05-15	IE	Ireland	3861	995	49373651	17951447	315568	44944
rm6	Last 6 months	2019-01-01	2019-05-15	IE	Ireland	4151	1054	50102923	18181345	323047	45449
