country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EE	Estonia	harju_county	Harju County	2048	490	4152979	1482400	24151	2993
EE	Estonia	tartu_county	Tartu County	1635	367	549101	187552	2907	362
EE	Estonia	parnu_county	Pärnu County	1237	264	244226	93312	1901	249
EE	Estonia	laane_viru_county	Lääne-Viru County	1047	220	215305	57681	1383	18
EE	Estonia	ida_viru_county	Ida-Viru County	1109	256	87143	24202	902	18
EE	Estonia	viljandi_county	Viljandi County	1057	221	79322	22264	1031	15
EE	Estonia	jarva_county	Järva County	900	178	50570	17968	648	4
EE	Estonia	voru_county	Võru County	907	193	42415	9890	315	6
EE	Estonia	laane_county	Lääne County	858	180	30460	12709	242	2
EE	Estonia	saare_county	Saare County	853	176	29224	9761	253	4
EE	Estonia	polva_county	Põlva County	752	157	14040	3323	152	2
EE	Estonia	rapla_county	Rapla County	841	186	13174	3494	264	3
EE	Estonia	jogeva_county	Jõgeva County	816	162	6416	2003	47	2
EE	Estonia	valga_county	Valga County	796	173	5116	1667	36	2
EE	Estonia	hiiu_county	Hiiu County	553	124	1310	332	3	0
