advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
sp.a	sp.a	57253967150	Facebook	18_24	18-24	BE	Belgium	203	1	10313249	4143193	42878	8907
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	18_24	18-24	BE	Belgium	110	1	7519353	3123957	22756	6380
Vlaams Belang	Vlaams Belang	56605856504	Facebook	18_24	18-24	BE	Belgium	66	1	7036493	3198385	45712	10237
European Parliament		178362315106	Facebook	18_24	18-24	BE	Belgium	124	1	6708404	2902755	40242	8991
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	18_24	18-24	BE	Belgium	105	1	5754623	2480348	50158	11328
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	18_24	18-24	BE	Belgium	62	1	2930444	1409026	9909	1958
Sign for my Future		1345513882259768	Facebook	18_24	18-24	BE	Belgium	75	1	2850130	1152306	22815	5058
Groen	Groen	84920854319	Facebook	18_24	18-24	BE	Belgium	88	1	2257082	809423	9140	1488
IKEA	IKEA	112961202185776	Facebook	18_24	18-24	BE	Belgium	40	1	2190958	780999	8159	1599
Open Vld	Open Vld	53668151866	Facebook	18_24	18-24	BE	Belgium	329	1	1923909	706891	14007	2490
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	18_24	18-24	BE	Belgium	87	1	1693001	623767	4686	223
John Crombez	sp.a	264131406977201	Facebook	18_24	18-24	BE	Belgium	78	1	1650365	691105	7922	1605
Facebook Brussels	Facebook	287739491272583	Facebook	18_24	18-24	BE	Belgium	16	1	1529424	663666	14816	3713
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	18_24	18-24	BE	Belgium	97	1	1475251	509455	6987	1116
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	18_24	18-24	BE	Belgium	58	1	1378485	594481	28065	6439
Peter Mertens	PVDA	236485149843971	Facebook	18_24	18-24	BE	Belgium	395	1	1348633	403851	13769	1471
Kialo		729627343834501	Facebook	18_24	18-24	BE	Belgium	312	1	1037450	401632	7977	1727
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	18_24	18-24	BE	Belgium	128	1	905342	337115	10355	2326
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	18_24	18-24	BE	Belgium	91	1	894690	304754	2472	144
European Greens	European Greens	141366725876424	Facebook	18_24	18-24	BE	Belgium	23	1	887936	392444	5785	1489
DéFI	DéFI	173518112695794	Facebook	18_24	18-24	BE	Belgium	144	1	854354	219861	3974	445
CD&V	CD&V	52997544531	Facebook	18_24	18-24	BE	Belgium	83	1	605253	199069	4231	619
Unis pour les Droits Humains		1642871805813802	Facebook	18_24	18-24	BE	Belgium	17	1	494222	229201	353	20
Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	18_24	18-24	BE	Belgium	13	1	436822	190002	1746	454
European Youth Forum		80161254850	Facebook	18_24	18-24	BE	Belgium	2	1	419226	209058	2123	417
