recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-12	2019-05-12	UK	United Kingdom	2116	302	4706014	1549481	77311	7538
rd2	Last 2 days	2019-05-11	2019-05-12	UK	United Kingdom	2328	351	9970647	3288808	160691	15920
rd3	Last 3 days	2019-05-10	2019-05-12	UK	United Kingdom	2649	387	16073680	5420366	259725	28958
rd4	Last 4 days	2019-05-09	2019-05-12	UK	United Kingdom	2759	423	20815673	6992363	314570	36622
rd5	Last 5 days	2019-05-08	2019-05-12	UK	United Kingdom	3054	475	26823178	8911679	396521	46564
rd6	Last 6 days	2019-05-07	2019-05-12	UK	United Kingdom	3565	536	34901416	12027289	505285	59925
rw1	Last week	2019-05-06	2019-05-12	UK	United Kingdom	3776	576	40319791	14115555	563350	68360
rw2	Last 2 weeks	2019-04-29	2019-05-12	UK	United Kingdom	9573	1576	100391604	34163373	1490546	184058
rw3	Last 3 weeks	2019-04-22	2019-05-12	UK	United Kingdom	12160	1786	143927130	48715622	2093843	258510
rw4	Last 4 weeks	2019-04-15	2019-05-12	UK	United Kingdom	14355	2038	169409229	56762395	2465140	293224
rm1	Last month	2019-04-13	2019-05-12	UK	United Kingdom	14810	2113	176252543	59026177	2544664	301773
rm2	Last 2 months	2019-03-14	2019-05-12	UK	United Kingdom	26755	3264	351043926	117730902	4881796	602383
rm3	Last 3 months	2019-02-12	2019-05-12	UK	United Kingdom	34126	3790	482768433	162758389	6337177	794809
rm6	Last 6 months	2019-01-01	2019-05-12	UK	United Kingdom	41881	4212	673779983	228044647	8279020	1081061
