advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	50_100	50 - 100	3	1	74890	14978	173	34
Vapaus ry		AR124593908880506880	Google	50_100	50 - 100	24	1	74417	3543	212	0
Suomen Sosialidemokraattinen Puolue - Finlands Socialdemokratiska  Parti r.p.		AR525570406367625216	Google	50_100	50 - 100	69	1	74417	0	372	0
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	50_100	50 - 100	6	1	72288	17221	258	119
Open VLD		AR350212320510607360	Google	50_100	50 - 100	40	1	70873	0	354	0
Párbeszéd Magyarországért		AR567356246269624320	Google	50_100	50 - 100	15	1	69101	5315	106	0
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	50_100	50 - 100	4	1	59997	14999	309	61
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	50_100	50 - 100	4	1	59911	14978	231	46
Poseł Jakub Rutnicki	KKW Koalicja Europejska PO PSL SLD .N Zieloni	222141244609992	Facebook	50_100	50 - 100	4	1	59911	14978	231	46
MPhilms		AR260140327963197440	Google	50_100	50 - 100	6	1	56698	5315	44	0
Yhteinen hyvä ry		AR296997332115783680	Google	50_100	50 - 100	35	1	54926	0	274	0
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	50_100	50 - 100	3	1	54919	12481	173	34
Amnesty International Polska	Amnesty International Polska	57544755889	Facebook	50_100	50 - 100	3	1	54919	12481	173	34
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	50_100	50 - 100	1	1	49998	24999	77	15
Csárdi Antal	LMP - Lehet Más a Politika	136387873164491	Facebook	50_100	50 - 100	1	1	49998	24999	77	15
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	50_100	50 - 100	1	1	49927	24963	57	11
Nicu Ștefănuță	Uniunea Salvați România - USR	279454772645662	Facebook	50_100	50 - 100	1	1	49927	24963	52	10
Karol Karski	Komitet Wyborczy Prawa i Sprawiedliwości	612725748801524	Facebook	50_100	50 - 100	2	1	49926	9985	115	23
Sven Zagała	KW Wiosna Roberta Biedronia	2215190752031133	Facebook	50_100	50 - 100	2	1	49926	9985	115	23
Viorel Catarama	Dreapta Liberala	795022763862618	Facebook	50_100	50 - 100	2	1	49926	9985	104	20
USR Hunedoara	Uniunea Salvați România - USR	250986431933338	Facebook	50_100	50 - 100	2	1	49926	9985	104	20
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	50_100	50 - 100	2	1	49926	9985	104	20
Tomasz Latos	KW Prawo i Sprawiedliwość	308684629246305	Facebook	50_100	50 - 100	2	1	49926	9985	115	23
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	50_100	50 - 100	4	1	49321	11198	625	127
Maria Spyraki		AR80818777565954048	Google	50_100	50 - 100	11	1	46067	3543	70	0
ActionAid Sweden	ActionAid Sweden	18880778360	Facebook	50_100	50 - 100	2	1	44452	8890	411	82
Fondation Populaire		AR320938922932699136	Google	50_100	50 - 100	22	1	44295	3543	62	0
Suomen Keskusta r.p.		AR441112520191639552	Google	50_100	50 - 100	24	1	42524	1771	132	0
CDU	CDU	78502295414	Facebook	50_100	50 - 100	4999	1	41512	7236	1540	0
GMB Union	GMB Union	103295786760891	Facebook	50_100	50 - 100	5	1	39548	12562	88	0
European People’s Party		AR308399267695820800	Google	50_100	50 - 100	28	1	38980	0	194	0
Coalición electoral Barcelona és Capital - Primàries		AR338953321442181120	Google	50_100	50 - 100	5	1	38980	3543	35	0
Alternative für Deutschland		AR380456861733748736	Google	50_100	50 - 100	9	1	38980	3543	35	0
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	50_100	50 - 100	3	1	34997	9999	232	46
Saku Petteri Räty		AR196651502918434816	Google	50_100	50 - 100	25	1	33664	0	168	0
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	50_100	50 - 100	6	1	32812	9484	640	135
Perussuomalaiset r.p., Sannfinländarna r.p.		AR535217521389731840	Google	50_100	50 - 100	33	1	31893	0	159	0
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	50_100	50 - 100	14	1	31275	14513	234	46
Włodzimierz Cimoszewicz. Europa i Konstytucja.	KKW Koalicja Europejska PO PSL SLD .N Zieloni	1945383395767575	Facebook	50_100	50 - 100	2	1	29955	7489	115	23
Akcja Demokracja	Akcja Demokracja	277892342334350	Facebook	50_100	50 - 100	2	1	29955	7489	115	23
Tomasz Leśniak	KW Wiosna Roberta Biedronia	397430734381499	Facebook	50_100	50 - 100	2	1	29955	7489	115	23
Krzysztof Śmiszek	KW Wiosna Roberta Biedronia	954692934606047	Facebook	50_100	50 - 100	2	1	29955	7489	115	23
KW Prawo i Sprawiedliwość		AR32708546780987392	Google	50_100	50 - 100	16	1	28349	0	141	0
Partido Socialista Obrero Español de Castilla y León		AR476313110076981248	Google	50_100	50 - 100	9	1	28349	1771	62	0
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	50_100	50 - 100	4	1	27733	6808	145	63
Eric Luth	Eric Luth – Centerpartiet	757931234599499	Facebook	50_100	50 - 100	3	1	27519	7092	419	86
Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"		AR420861715031261184	Google	50_100	50 - 100	8	1	26577	1771	53	0
Mona Juul	Mona Juul	2079067062409423	Facebook	50_100	50 - 100	2	1	25231	6308	112	56
Fidesz	Fidesz	9844779306	Facebook	50_100	50 - 100	1	1	24999	4999	77	15
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	50_100	50 - 100	1	1	24999	4999	77	15
Dr. Szoboszlay György Csaba, közszereplő, LMP	Szoboszlay György Csaba	202727753244884	Facebook	50_100	50 - 100	1	1	24999	4999	77	15
Indítsuk Be Magyarországot Alapítvány	Indítsuk Be Magyarországot Alapítvány	422399638586608	Facebook	50_100	50 - 100	1	1	24999	4999	77	15
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	50_100	50 - 100	1	1	24995	4999	97	19
Starostové a nezávislí	Starostové (STAN) s regionálními partnery a TOP 09	370583064327	Facebook	50_100	50 - 100	1	1	24995	4999	97	19
HLAS	První prezidentská	320144481956623	Facebook	50_100	50 - 100	1	1	24995	4999	97	19
Ondřej Krutílek - kandidát do Evropského parlamentu	ODS	1220066088147062	Facebook	50_100	50 - 100	1	1	24995	4999	97	19
ODS - Občanská demokratická strana	ODS - Občanská demokratická strana	30575632699	Facebook	50_100	50 - 100	1	1	24995	4999	97	19
Grzegorz Tobiszowski	KW Prawo i Sprawiedliwość	146655395680362	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Przemysław Przybylski	Komitet Wyborczy Prawo i Sprawiedliwość	256850261180940	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Paweł Krutul	Komitet Wyborczy Wiosna Roberta Biedronia	1798798630436202	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Michał Korolko - profil publiczny	KKW Koalicja Europejska PO PSL SLD .N Zieloni (Michał Korolko)	334123340547325	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
USR Sibiu	Uniunea Salvați România	1028428697211383	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
USR Bistrița-Năsăud	Stan Calin	1097122383697273	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
Maciej Józefowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	157504851851399	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Platforma Obywatelska	. KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
Dr Zbigniew Girzyński	KW Prawo i Sprawiedliwość	195400413904081	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Greenpeace Romania	Greenpeace Romania	291132089193	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
PSD Galati	Partidul Social Democrat Galati	1585170161775563	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
Adam Bielan	Adam Bielan	228951150597089	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Simona Maria Vlădica	Amerisoft	236992636715917	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
Dacian Cioloş	PLUS	107543802616247	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
Paweł Pudłowski	Selectivv	404295586445224	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
USR Deva	Uniunea Salvați România - USR	712674922236299	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
USR Călan	Uniunea Salvați România - USR	1942492232464096	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
USR Hațeg	Uniunea Salvați România - USR	426799654422553	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
USR Filiala Județeană Hunedoara	Uniunea Salvați România - USR	2380746071976634	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
Michał Boni	KKW Koalicja Europejska PO PSL SLD .N Zieloni	693499534003775	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
USR Sector 2	Uniunea Salvați România	706663502771254	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
Janusz Lewandowski	KKW Koalicja Europejska PO PSL SLD N Zieloni	75571183641	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Pokonaj Raka Piersi	Katarzyna Karolina Stachowicz	847950485383153	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Adrian Mocanu	Mocanu Adrian	1750234035208501	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
Łukasz Kohut	KW Wiosna Roberta Biedronia 	1465965073732774	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Maciej Gdula	KW Wiosna Roberta Biedronia	831495030528894	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Nie Wstydzę Się Jezusa	Nie Wstydzę Się Jezusa	174848285894374	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Jacek Protas	KKW Koalicja Europejska PO PSL SLD .N Zieloni 	130955346972893	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Virgil Popescu	POPESCU VIRGIL-DANIEL	1641765056062575	Facebook	50_100	50 - 100	1	1	24963	4992	52	10
Jarosław Sellin - oficjalna strona	Cityboard Media Sp. z o.o.	251126394921117	Facebook	50_100	50 - 100	1	1	24963	4992	57	11
Janika Takatalo		AR113027046556303360	Google	50_100	50 - 100	16	1	24805	0	124	0
Avante Comunicación SL		AR486291452976955392	Google	50_100	50 - 100	15	1	24805	0	124	0
Työlinjalla ry		AR88565111861542912	Google	50_100	50 - 100	14	1	24805	0	124	0
Österreichischer Wirtschaftsbund (ÖWB)		AR248881328894771200	Google	50_100	50 - 100	15	1	23033	0	115	0
Tampereen Vihreät ry		AR4096230569279488	Google	50_100	50 - 100	13	1	23033	0	115	0
38 Degrees	38 Degrees	200006375787	Facebook	50_100	50 - 100	7	1	22487	6358	124	0
Lise Müller	Müller Lise	145989963343	Facebook	50_100	50 - 100	2	1	22277	4455	72	31
Said till Europaparlamentet	Liberalernas riksorganisation	1509050235995572	Facebook	50_100	50 - 100	1	1	22226	4445	205	41
Alternativet		AR198061076825243648	Google	50_100	50 - 100	10	1	21262	1771	26	0
AfD-Kreisverband Braunschweig		AR201649882778304512	Google	50_100	50 - 100	12	1	21262	0	106	0
Občanská demokratická strana		AR37429025076936704	Google	50_100	50 - 100	12	1	21262	1771	26	0
Liberalerna Stockholm	Liberalerna Stockholm	682180208473039	Facebook	50_100	50 - 100	5	1	21203	4240	39	19
Partidul Uniunea Salvati Romania		AR150822483883196416	Google	50_100	50 - 100	4	1	19490	1771	17	0
NEA DEMOKRATIA		AR351183464155840512	Google	50_100	50 - 100	6	1	19490	1771	17	0
Let's do it media SRL		AR494327508586463232	Google	50_100	50 - 100	2	1	19490	1771	17	0
Kommuneforeningen for Venstre i Haderslev Kommune		AR314183523491643392	Google	50_100	50 - 100	2	1	19490	1771	17	0
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	50_100	50 - 100	15	1	17988	5273	266	0
Socialdemokratiet		AR237678679797268480	Google	50_100	50 - 100	24	1	17718	0	88	0
SPD Berlin		AR257142234632159232	Google	50_100	50 - 100	15	1	17718	0	88	0
Antikorupcija-platforma za borbu protiv korupcije		AR441827202749693952	Google	50_100	50 - 100	1	1	17718	1771	8	0
Partito Democratico		AR254356072167374848	Google	50_100	50 - 100	17	1	15946	0	79	0
Kresťanská únia		AR358916054556082176	Google	50_100	50 - 100	13	1	15946	0	79	0
People's Vote UK	People's Vote	748608695327755	Facebook	50_100	50 - 100	11	1	15817	4032	195	0
The Labour Party	The Labour Party	25749647410	Facebook	50_100	50 - 100	2	1	15509	3101	35	0
Maailman Paras Pääkaupunki ry		AR221113437613195264	Google	50_100	50 - 100	17	1	14174	0	70	0
Hämeen Uusi Suunta ry		AR330633591832707072	Google	50_100	50 - 100	16	1	14174	0	70	0
SPÖ-Landesorganisation Burgenland		AR345765070854160384	Google	50_100	50 - 100	12	1	12402	0	62	0
Mette Thiesen	Mette Thiesen	718327901589937	Facebook	50_100	50 - 100	7	1	11710	3604	156	48
Margrete Auken	SF	36730930417	Facebook	50_100	50 - 100	6	1	11258	4504	100	20
School Cuts	National Education Union	871798409656672	Facebook	50_100	50 - 100	7	1	11165	2171	124	0
West Midlands Labour	The Labour Party	1243222025739706	Facebook	50_100	50 - 100	4	1	10855	2636	71	0
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	50_100	50 - 100	5	1	10855	2171	88	0
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	50_100	50 - 100	13	1	10854	4342	230	0
Studio Montrucchio Capello snc		AR159631771044937728	Google	50_100	50 - 100	6	1	10631	0	53	0
Venstre Egedalkreds		AR439052860034908160	Google	50_100	50 - 100	6	1	10631	0	53	0
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	50_100	50 - 100	8	1	10234	2326	142	0
Małgorzata Sekuła-Szmajdzińska - kandydatka do Parlamentu Europejskiego	Katarzyna Kijakowska	420227048536701	Facebook	50_100	50 - 100	2	1	9984	4992	115	23
Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	50_100	50 - 100	2	1	9984	4992	115	23
ALDE BACĂU - Partidul Alianța Liberalilor și Democraților	Partidul Alianța Liberalilor și Democraților - ALDE	535445976897124	Facebook	50_100	50 - 100	2	1	9984	4992	104	20
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	50_100	50 - 100	3	1	9660	4455	129	59
Dansk Folkeparti - Århus Lokalforening		AR167070242084749312	Google	50_100	50 - 100	6	1	8859	0	44	0
Jukka Kopra		AR232680299937398784	Google	50_100	50 - 100	9	1	8859	0	44	0
Petteri Rädyn tukiyhdistys ry		AR427131130332839936	Google	50_100	50 - 100	12	1	8859	0	44	0
SPD		AR456734381399080960	Google	50_100	50 - 100	14	1	8859	0	44	0
DOPRAVA		AR56197688563073024	Google	50_100	50 - 100	9	1	8859	0	44	0
FDP	FDP	21289227249	Facebook	50_100	50 - 100	857	1	8432	1341	264	0
InFacts	InFacts	678120165658753	Facebook	50_100	50 - 100	2	1	7909	1550	35	0
Alex Salmond	Slainte Media	136191876445102	Facebook	50_100	50 - 100	1	1	7754	1550	17	0
Scottish Green Party	Scottish Green Party	17999726169	Facebook	50_100	50 - 100	1	1	7754	1550	17	0
Global Optimism	Global Optimism	2062802910474026	Facebook	50_100	50 - 100	1	1	7754	1550	17	0
Democratic Unionist Party	Democratic Unionist Party	105732052794210	Facebook	50_100	50 - 100	1	1	7754	1550	17	0
Global Justice Now	Global Justice Now	6707857033	Facebook	50_100	50 - 100	1	1	7754	1550	17	0
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	50_100	50 - 100	5	1	7505	2252	83	16
Pledge for the Future	Pledge for the Future	266157764008126	Facebook	50_100	50 - 100	12	1	7442	1395	213	0
London Green Party	London Green Party	175350485880358	Facebook	50_100	50 - 100	9	1	6977	1395	159	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	50_100	50 - 100	853	1	6932	1176	262	0
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	50_100	50 - 100	3	1	6255	2752	50	10
Morten Dahlin		AR273707476816232448	Google	50_100	50 - 100	4	1	5315	0	26	0
Kristdemokraterna		AR332197922001125376	Google	50_100	50 - 100	6	1	5315	0	26	0
Sozialdemokratische Partei Österreich		AR89974685768351744	Google	50_100	50 - 100	7	1	5315	0	26	0
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	50_100	50 - 100	2	1	5088	1272	15	7
Zenia Stampe	Zenia Stampe	127344360615074	Facebook	50_100	50 - 100	3	1	5003	1751	50	10
Mia Tang	Mia Tang	358828094665364	Facebook	50_100	50 - 100	3	1	5003	1751	50	10
MSZP Budapest	MSZP Budapest	414715951917446	Facebook	50_100	50 - 100	1	1	4999	2499	77	15
Burány Sándor	Párbeszéd Magyarországért	739883629458065	Facebook	50_100	50 - 100	1	1	4999	2499	77	15
ČSSD	ČSSD	111041662264882	Facebook	50_100	50 - 100	1	1	4998	2499	97	19
Jan Olbrycht	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	153098244704447	Facebook	50_100	50 - 100	1	1	4992	2496	57	11
