recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	PT	Portugal	142	52	184463	71477	949	60
rd2	Last 2 days	2019-05-14	2019-05-15	PT	Portugal	149	55	490625	202585	2078	141
rd3	Last 3 days	2019-05-13	2019-05-15	PT	Portugal	164	62	902893	386977	3136	325
rd4	Last 4 days	2019-05-12	2019-05-15	PT	Portugal	172	66	1080704	458989	3637	399
rd5	Last 5 days	2019-05-11	2019-05-15	PT	Portugal	205	72	1317127	554420	4466	573
rd6	Last 6 days	2019-05-10	2019-05-15	PT	Portugal	214	77	1577771	649380	5452	733
rw1	Last week	2019-05-09	2019-05-15	PT	Portugal	235	81	2782769	1200967	7138	851
rw2	Last 2 weeks	2019-05-02	2019-05-15	PT	Portugal	382	128	7311573	3316167	18459	3578
rw3	Last 3 weeks	2019-04-25	2019-05-15	PT	Portugal	897	202	12030590	5408815	37071	7520
rw4	Last 4 weeks	2019-04-18	2019-05-15	PT	Portugal	1310	291	14965064	6576419	45000	8556
rm1	Last month	2019-04-16	2019-05-15	PT	Portugal	1545	311	16174477	7081001	48585	9040
rm2	Last 2 months	2019-03-17	2019-05-15	PT	Portugal	3243	880	37256983	15124174	118952	18318
rm3	Last 3 months	2019-02-15	2019-05-15	PT	Portugal	3755	1053	46635956	18792679	149821	22579
rm6	Last 6 months	2019-01-01	2019-05-15	PT	Portugal	3980	1100	48744661	19581991	157257	23454
