recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-15	2019-05-15	LV	Latvia	179	55	633967	221300	2780	155
rd2	Last 2 days	2019-05-14	2019-05-15	LV	Latvia	196	56	1329043	457224	5752	312
rd3	Last 3 days	2019-05-13	2019-05-15	LV	Latvia	225	60	2097921	717467	8946	482
rd4	Last 4 days	2019-05-12	2019-05-15	LV	Latvia	244	62	2826003	979198	11583	667
rd5	Last 5 days	2019-05-11	2019-05-15	LV	Latvia	275	64	3589047	1251371	14278	853
rd6	Last 6 days	2019-05-10	2019-05-15	LV	Latvia	284	67	4248702	1481033	16620	1031
rw1	Last week	2019-05-09	2019-05-15	LV	Latvia	292	70	4729273	1659852	18705	1213
rw2	Last 2 weeks	2019-05-02	2019-05-15	LV	Latvia	432	105	9461662	3498889	41548	4434
rw3	Last 3 weeks	2019-04-25	2019-05-15	LV	Latvia	638	143	12981001	4680361	59024	7236
rw4	Last 4 weeks	2019-04-18	2019-05-15	LV	Latvia	799	184	13831828	4941536	63613	7699
rm1	Last month	2019-04-16	2019-05-15	LV	Latvia	834	193	14054756	5004537	65184	7797
rm2	Last 2 months	2019-03-17	2019-05-15	LV	Latvia	1666	440	17981850	6340880	83179	9304
rm3	Last 3 months	2019-02-15	2019-05-15	LV	Latvia	1925	498	19930854	7037094	89508	9826
rm6	Last 6 months	2019-01-01	2019-05-15	LV	Latvia	2059	532	20007891	7067244	90016	9873
