country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
BE	Belgium	w019	Week 19	2019-05-06	2019-05-12	3832	449	98750930	36393399	646883	106157
BE	Belgium	w018	Week 18	2019-04-29	2019-05-05	3142	472	68248427	27435857	477390	93400
BE	Belgium	w017	Week 17	2019-04-22	2019-04-28	2740	493	43657929	16892936	311126	56499
BE	Belgium	w016	Week 16	2019-04-15	2019-04-21	2494	548	29369474	11122153	212252	34667
BE	Belgium	w015	Week 15	2019-04-08	2019-04-14	2260	698	20715345	7646963	136944	21612
BE	Belgium	w014	Week 14	2019-04-01	2019-04-07	1739	682	12006372	4314798	82425	10947
BE	Belgium	w013	Week 13	2019-03-25	2019-03-31	1329	529	9309768	3401191	56228	9050
BE	Belgium	w012	Week 12	2019-03-18	2019-03-24	1173	474	11191767	4397623	70247	12020
BE	Belgium	w011	Week 11	2019-03-11	2019-03-17	779	347	5936728	2185099	43238	7307
BE	Belgium	w010	Week 10	2019-03-04	2019-03-10	626	260	10016719	3948051	79028	14543
BE	Belgium	w009	Week 9	2019-02-25	2019-03-03	280	135	1148653	380506	10774	2025
BE	Belgium	w008	Week 8	2019-02-18	2019-02-24	221	104	761486	228320	4600	514
BE	Belgium	w007	Week 7	2019-02-11	2019-02-17	143	81	1120635	460600	4831	711
BE	Belgium	w006	Week 6	2019-02-04	2019-02-10	146	74	1630425	634941	11676	2231
BE	Belgium	w005	Week 5	2019-01-28	2019-02-03	156	59	819130	331546	8211	1410
BE	Belgium	w004	Week 4	2019-01-21	2019-01-27	136	52	705087	239156	5982	1297
BE	Belgium	w003	Week 3	2019-01-14	2019-01-20	129	46	668688	286140	4395	1749
BE	Belgium	w002	Week 2	2019-01-07	2019-01-13	110	40	467859	155169	2337	329
BE	Belgium	w001	Week 1	2019-01-01	2019-01-06	86	32	1424797	697656	7737	1681
