week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w011	Week 11	BE	Belgium	Sign for my Future		1345513882259768	Facebook	19	1	1690086	750714	10953	2589
w011	Week 11	BE	Belgium	Kialo		729627343834501	Facebook	11	1	244711	118379	1405	399
w011	Week 11	BE	Belgium	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	2	1	199999	100000	998	500
w011	Week 11	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	4	1	194443	75000	443	83
w011	Week 11	BE	Belgium	L'OCCITANE en Provence		161197393938517	Facebook	5	1	178887	71333	598	244
w011	Week 11	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	8	1	177074	71203	1866	610
w011	Week 11	BE	Belgium	ABVV-Metaal		736539056400845	Facebook	3	1	142855	62857	169	0
w011	Week 11	BE	Belgium	European Parliament		178362315106	Facebook	9	1	125282	37714	959	162
w011	Week 11	BE	Belgium	NN		765223566868464	Facebook	6	1	120993	26999	1393	200
w011	Week 11	BE	Belgium	sp.a	sp.a	57253967150	Facebook	1	1	119999	60000	599	300
w011	Week 11	BE	Belgium	Santesano		316620582266150	Facebook	1	1	113447	56724	1134	567
w011	Week 11	BE	Belgium	Fight For €14 - NL		296330127745778	Facebook	4	1	106057	21212	318	0
w011	Week 11	BE	Belgium	Europe Together		140105536131109	Facebook	1	1	99999	50000	499	100
w011	Week 11	BE	Belgium	VICE Belgium		801881059889650	Facebook	2	1	88460	44230	441	88
w011	Week 11	BE	Belgium	Theo Francken		483497581789280	Facebook	2	1	75499	37500	236	37
w011	Week 11	BE	Belgium	Sabine de Bethune		254157758598438	Facebook	3	1	63331	15666	604	99
w011	Week 11	BE	Belgium	Marie Arena		109149719130331	Facebook	3	1	62665	31333	205	28
w011	Week 11	BE	Belgium	Greens/EFA in the European Parliament		150527751674751	Facebook	4	1	57537	11678	206	0
w011	Week 11	BE	Belgium	Thuisverpleging		372390586890911	Facebook	3	1	53650	22995	53	7
w011	Week 11	BE	Belgium	Hilde Vautmans		1121251937901508	Facebook	3	1	53372	13125	259	0
w011	Week 11	BE	Belgium	Unis pour les Droits Humains		1642871805813802	Facebook	2	1	53055	23641	36	0
w011	Week 11	BE	Belgium	Les Wallons ne manquent pas d'air		559852030865205	Facebook	19	1	52048	14421	363	0
w011	Week 11	BE	Belgium	Hans Maes		1181238155301995	Facebook	2	1	50998	10000	598	100
w011	Week 11	BE	Belgium	Bikezac - By Cobags		292443537522136	Facebook	1	1	50651	20260	135	67
w011	Week 11	BE	Belgium	Vlaams Belang Jongeren		203903005659	Facebook	1	1	49999	10000	499	100
w011	Week 11	BE	Belgium	Comac Studenten		1477520555859157	Facebook	1	1	49999	10000	99	0
w011	Week 11	BE	Belgium	Amnesty International Belgique francophone		88984475432	Facebook	1	1	49999	10000	99	0
w011	Week 11	BE	Belgium	Vera Jans		543240579353490	Facebook	1	1	49999	10000	99	0
w011	Week 11	BE	Belgium	Bart Claes		206798700258264	Facebook	1	1	49999	10000	499	100
w011	Week 11	BE	Belgium	Bert Maertens	N-VA	230657213955622	Facebook	1	1	49998	10000	499	99
w011	Week 11	BE	Belgium	Europahuis Ryckevelde	Ryckevelde vzw	119449038070827	Facebook	1	1	49998	10000	498	100
w011	Week 11	BE	Belgium	Miséricorde pour l'Humanité France		596904657000107	Facebook	1	1	49280	19712	438	87
w011	Week 11	BE	Belgium	FullUp		160098407696881	Facebook	15	1	46985	7999	1485	0
w011	Week 11	BE	Belgium	Jean-Jacques Flahaux		486153524822322	Facebook	2	1	45453	9090	453	90
w011	Week 11	BE	Belgium	Vrouw & Maatschappij - CD&V politica	Vrouw & Maatschappij	268844173157989	Facebook	1	1	43749	8750	86	0
w011	Week 11	BE	Belgium	FGTB Nettoyage		254275311677180	Facebook	1	1	43749	8750	86	0
w011	Week 11	BE	Belgium	La Ferme Nos Pilifs		108117725920737	Facebook	1	1	42856	8571	427	85
w011	Week 11	BE	Belgium	Democracy Alive		277008469606499	Facebook	2	1	41484	8297	422	84
w011	Week 11	BE	Belgium	Démo B - Vers la démocratie 2.0		103956496455231	Facebook	1	1	39999	8000	79	0
w011	Week 11	BE	Belgium	Jong N-VA Dilbeek		2014249938817958	Facebook	1	1	39999	8000	79	0
w011	Week 11	BE	Belgium	ProDG	ProDG	89846075866	Facebook	2	1	35815	7163	257	46
w011	Week 11	BE	Belgium	Humble Household		1746853745395190	Facebook	8	1	35658	14151	236	55
w011	Week 11	BE	Belgium	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	13	1	32779	6586	82	0
w011	Week 11	BE	Belgium	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	7	1	29570	7851	117	17
w011	Week 11	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	5	1	29343	8602	290	0
w011	Week 11	BE	Belgium	Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	7	1	27159	7833	676	0
w011	Week 11	BE	Belgium	TScheldt		682842165445702	Facebook	2	1	26666	5333	52	0
w011	Week 11	BE	Belgium	Olivier Destrebecq		16300398301	Facebook	3	1	26141	6428	298	42
w011	Week 11	BE	Belgium	Ralph Packet		2009966045768110	Facebook	3	1	24265	4666	325	46
w011	Week 11	BE	Belgium	LIFE		167060196653670	Facebook	28	1	21672	4513	173	0
w011	Week 11	BE	Belgium	Comac étudiants		386211174868638	Facebook	6	1	19995	6500	495	0
w011	Week 11	BE	Belgium	Gautier CALOMNE		82157651986	Facebook	1	1	18749	3750	187	37
w011	Week 11	BE	Belgium	Stefaan Vercamer		767608903251471	Facebook	1	1	18749	3750	37	0
w011	Week 11	BE	Belgium	The Law Firm of Marcelle Poirier		237508319624271	Facebook	1	1	18661	3732	165	33
w011	Week 11	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	2	1	18044	8759	18	8
w011	Week 11	BE	Belgium	Sigefroid Van Haelst		426942467817318	Facebook	4	1	15904	3181	72	0
w011	Week 11	BE	Belgium	Aide aux Personnes Déplacées asbl		245059042736134	Facebook	2	1	13973	3487	45	0
w011	Week 11	BE	Belgium	Alumni Ingénieurs Louvain		313346604297	Facebook	1	1	13461	2692	26	0
w011	Week 11	BE	Belgium	GRIP - Kom op voor inclusie		1024656630910224	Facebook	1	1	13333	2666	133	26
w011	Week 11	BE	Belgium	VL.		333687103357457	Facebook	2	1	13064	2612	48	0
w011	Week 11	BE	Belgium	Régionales Ecolo Namur et Dinant-Philippeville		584761158238212	Facebook	1	1	12499	2500	24	0
w011	Week 11	BE	Belgium	HongFei Cultures		282130295139702	Facebook	1	1	12235	2447	24	0
w011	Week 11	BE	Belgium	Kito Mbiango�		368778037279110	Facebook	1	1	11772	2354	20	0
w011	Week 11	BE	Belgium	Conner Rousseau	Conner Rousseau	942750852588816	Facebook	2	1	9999	5000	99	0
w011	Week 11	BE	Belgium	Maxime Hardy	Maxime Marc C Hardy	1160832417389494	Facebook	1	1	9999	5000	99	0
w011	Week 11	BE	Belgium	Electionsipcf2019		229674763869516	Facebook	1	1	9999	2000	19	0
w011	Week 11	BE	Belgium	SAM Le Réseau des Aidants		538212306571287	Facebook	1	1	9999	5000	99	0
w011	Week 11	BE	Belgium	Pieter Marechal		199568797322680	Facebook	1	1	9999	5000	99	0
w011	Week 11	BE	Belgium	Karine Lalieux		1520851034620904	Facebook	2	1	9998	2000	198	0
w011	Week 11	BE	Belgium	Open Vld Brussel		1589760981258549	Facebook	2	1	8748	1750	173	0
w011	Week 11	BE	Belgium	Council of the European Union		147547541961576	Facebook	3	1	8059	3556	24	4
w011	Week 11	BE	Belgium	Filef Nuova Emigrazione - Belgio		614768311990403	Facebook	3	1	7748	1550	153	0
w011	Week 11	BE	Belgium	Centre d'Études du Développement Durable de l'IGEAT-ULB CEDD		1482350395366976	Facebook	2	1	7523	3761	43	8
w011	Week 11	BE	Belgium	Femmes et Société asbl		1437676399589440	Facebook	1	1	7499	3750	74	0
w011	Week 11	BE	Belgium	BePax		229203850426658	Facebook	1	1	7446	1489	14	0
w011	Week 11	BE	Belgium	Yèlèma Production		181190698574126	Facebook	2	1	7385	3693	73	0
w011	Week 11	BE	Belgium	Pégase, la page de l’expatriation et des Français à  l’étranger		111021508957258	Facebook	3	1	7177	2861	16	7
w011	Week 11	BE	Belgium	Più Europa Bruxelles "In Europa"		865691316931492	Facebook	1	1	6999	3499	69	0
w011	Week 11	BE	Belgium	Ecolo Ostbelgien	Ecolo Ostbelgien	321847415140	Facebook	1	1	6660	3330	65	0
w011	Week 11	BE	Belgium	Simon Lejeune	Lejuene Simon Paul F	1721305591241017	Facebook	2	1	6427	1714	113	0
w011	Week 11	BE	Belgium	Christian Leysen	Christian Leysen	403864600161608	Facebook	1	1	6363	3181	56	0
w011	Week 11	BE	Belgium	François De Smet		576069462821364	Facebook	1	1	6363	3181	63	0
w011	Week 11	BE	Belgium	Maggie De Block	Maggie De Block	1410219772556421	Facebook	2	1	5998	1000	197	0
w011	Week 11	BE	Belgium	Minister Harald Mollers		1869992013240347	Facebook	2	1	5998	1000	198	0
w011	Week 11	BE	Belgium	Rendez-vous culturels in Belgium		130444604030025	Facebook	2	1	5998	1000	198	0
w011	Week 11	BE	Belgium	Le Monde		14892757589	Facebook	6	1	5556	2211	6	0
w011	Week 11	BE	Belgium	Européens Sans Frontières		668031516635463	Facebook	6	1	5483	2018	9	1
w011	Week 11	BE	Belgium	Dirk Rochtus, plaats 27 voor het Vlaams Parlement, Provincie Antwerpen		381494492700046	Facebook	1	1	5454	2727	54	0
w011	Week 11	BE	Belgium	C.A.I. - Centre d'Action Interculturelle		104518289643641	Facebook	1	1	5384	2692	53	0
w011	Week 11	BE	Belgium	Le Cercle Pol Vandromme		512190462299627	Facebook	1	1	5384	2692	53	0
w011	Week 11	BE	Belgium	Klang der Solidarität		385076005313967	Facebook	6	1	5331	1313	17	0
w011	Week 11	BE	Belgium	Youth For Climate RSL		2007652679528954	Facebook	2	1	5226	1863	76	0
w011	Week 11	BE	Belgium	VitaliBox		553738721659180	Facebook	7	1	5145	1521	151	0
w011	Week 11	BE	Belgium	Johan Van Overtveldt		275607285891320	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	Martin Maréchal - 6e Suppléant PS Bruxelles à la Chambre		372918879915830	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	Manu Diericx	Diericx Manu Romain C	311729416012864	Facebook	1	1	4999	999	99	0
w011	Week 11	BE	Belgium	European Centre for Romanian Unity		130970050940986	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	Sauvez le square Riga		1401418253310928	Facebook	2	1	4999	1000	99	0
w011	Week 11	BE	Belgium	Tous Carolos		281071619387829	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	Cindy Franssen.		404939213355109	Facebook	1	1	4999	1000	98	0
w011	Week 11	BE	Belgium	Filip Brusselmans		209799696641499	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	THE OVAL OFFICE		287894111248664	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	Luc in Geraardsbergen		1649181968484592	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	ABVV West-Vlaanderen		361238384034677	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	Els Ampe		476508605702861	Facebook	1	1	4999	999	99	0
w011	Week 11	BE	Belgium	Sustainable Family		189090575022311	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	CD&V Hamont-Achel		197386423639978	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	Groen Lebbeke		579893498817499	Facebook	1	1	4999	1000	99	0
w011	Week 11	BE	Belgium	La Voix est Libre		228831061251660	Facebook	1	1	4998	1000	99	0
w011	Week 11	BE	Belgium	Femke Verleye		1764114113698208	Facebook	1	1	4998	999	98	0
w011	Week 11	BE	Belgium	Haydi Tatile		2107340192658838	Facebook	2	1	4976	995	7	1
w011	Week 11	BE	Belgium	KVG-groep		11409589118	Facebook	1	1	4666	2333	46	0
w011	Week 11	BE	Belgium	Mark Demesmaeker MEP		1708090762537736	Facebook	1	1	4545	2272	40	0
w011	Week 11	BE	Belgium	PS Braine-le-Comte		170647819693707	Facebook	3	1	4499	900	89	0
w011	Week 11	BE	Belgium	Casa Nicaragua		1604423549808759	Facebook	1	1	4374	875	86	0
w011	Week 11	BE	Belgium	TV Populaire		380582856088978	Facebook	10	1	4298	887	53	0
w011	Week 11	BE	Belgium	Gilles Foret		172029539986110	Facebook	1	1	4284	857	84	0
w011	Week 11	BE	Belgium	Lucien Rigaux - 67e PS à la Région de Bruxelles-Capitale	Lucien Rigaux	697600227298160	Facebook	1	1	3999	800	70	0
w011	Week 11	BE	Belgium	Frédérique Moors		180402262302950	Facebook	2	1	3882	1214	19	0
w011	Week 11	BE	Belgium	EPP Group in the European Committee of the Regions		200559876664896	Facebook	2	1	3839	767	38	7
w011	Week 11	BE	Belgium	Gwenaëlle Grovonius Députée PS, 2ème à la Région pour Namur	Géraldine Christine C. Georges	852013494856695	Facebook	1	1	3749	750	74	0
w011	Week 11	BE	Belgium	Faye Van Impe		529592387474876	Facebook	1	1	3749	750	74	0
w011	Week 11	BE	Belgium	Parti Populaire Mouscron		362126580806077	Facebook	1	1	3749	750	74	0
