day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d137	2019-05-17	EE	Estonia	319	57	1663080	591654	9825	1367
d136	2019-05-16	EE	Estonia	343	62	1691368	600069	10102	1387
d135	2019-05-15	EE	Estonia	336	62	1657447	595284	9784	1368
d134	2019-05-14	EE	Estonia	297	59	1440166	500970	7497	1038
d133	2019-05-13	EE	Estonia	255	52	948837	355945	4589	711
d132	2019-05-12	EE	Estonia	279	58	1575481	519857	10699	1497
d131	2019-05-11	EE	Estonia	279	61	929142	333025	5260	764
d130	2019-05-10	EE	Estonia	281	60	952139	344853	5394	762
d129	2019-05-09	EE	Estonia	268	61	882299	322417	5583	649
d128	2019-05-08	EE	Estonia	249	56	1151561	443350	6204	769
d127	2019-05-07	EE	Estonia	259	55	1115383	320939	7943	854
d126	2019-05-06	EE	Estonia	206	55	507893	188564	3155	536
d125	2019-05-05	EE	Estonia	208	61	402347	160747	2271	448
d124	2019-05-04	EE	Estonia	200	59	599806	234842	4430	939
d123	2019-05-03	EE	Estonia	213	67	663131	230291	4809	652
d122	2019-05-02	EE	Estonia	208	66	1219526	509452	5471	1250
d121	2019-05-01	EE	Estonia	177	59	413046	152742	3912	578
d120	2019-04-30	EE	Estonia	180	59	406293	149493	3301	566
d119	2019-04-29	EE	Estonia	182	57	99210	37107	832	40
d118	2019-04-28	EE	Estonia	164	57	88237	29270	399	29
d117	2019-04-27	EE	Estonia	161	61	83470	24684	323	16
d116	2019-04-26	EE	Estonia	194	65	93057	29355	413	36
d115	2019-04-25	EE	Estonia	162	62	58209	15672	223	10
d114	2019-04-24	EE	Estonia	154	60	42658	11684	180	4
d113	2019-04-23	EE	Estonia	180	59	40685	13837	178	17
d112	2019-04-22	EE	Estonia	153	62	44900	12219	150	4
d111	2019-04-21	EE	Estonia	167	61	71883	17779	242	10
d110	2019-04-20	EE	Estonia	162	66	72659	17739	353	26
d109	2019-04-19	EE	Estonia	181	72	478535	221132	1344	231
d108	2019-04-18	EE	Estonia	180	75	90626	23409	439	24
