gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	LU	Luxembourg	3526	753	11801776	3990152	68815	8781
m	male	LU	Luxembourg	3284	740	10414786	3410626	60551	5163
u	unknown	LU	Luxembourg	3099	695	165743	53245	1029	79
