advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	55_64	55-64	3898	1	21941857	6563638	254925	36650
Ciudadanos	Ciudadanos	74078667754	Facebook	55_64	55-64	4751	1	14571641	4506449	137578	11493
European Parliament		178362315106	Facebook	55_64	55-64	1076	1	12725260	5607146	77860	17663
Partido Popular	Partido Popular	72249031214	Facebook	55_64	55-64	2897	1	11155997	3429496	105213	5927
Podemos	Unidas Podemos	269212336568846	Facebook	55_64	55-64	215	1	10713442	4850246	71837	19101
People's Vote UK	People's Vote	748608695327755	Facebook	55_64	55-64	3378	1	10177878	3315605	161488	27341
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	55_64	55-64	403	1	9033953	3709886	41425	7782
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	55_64	55-64	91	1	8399878	3786810	18715	5426
SPD	SPD	47930567748	Facebook	55_64	55-64	6835	1	6838593	1756740	164729	7317
The Labour Party	The Labour Party	25749647410	Facebook	55_64	55-64	655	1	6748177	2673305	60596	13422
We are the 52%	We are the 52%	466744973727718	Facebook	55_64	55-64	278	1	6618808	2403876	19070	2500
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	55_64	55-64	3616	1	6565121	2065615	121222	12848
38 Degrees	38 Degrees	200006375787	Facebook	55_64	55-64	656	1	6348784	2290711	43561	6282
Conservatives	The Conservative Party	8807334278	Facebook	55_64	55-64	1917	1	6313009	2441698	85429	10684
Partito Democratico	Partito Democratico	77034286895	Facebook	55_64	55-64	226	1	6085535	2607761	23386	5299
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	55_64	55-64	65	1	6074393	2810242	13240	5894
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	55_64	55-64	142	1	5768376	2410611	10938	2853
Best For Britain	Best for Britain	1863944713844924	Facebook	55_64	55-64	758	1	4692974	1930115	72729	16228
Fidesz	Fidesz	9844779306	Facebook	55_64	55-64	99	1	4406502	2102330	14834	7293
România în primul rând	Future Innovation	770704223323599	Facebook	55_64	55-64	82	1	4357578	1894007	5537	1306
sp.a	sp.a	57253967150	Facebook	55_64	55-64	271	1	4278571	1620669	25276	5287
The Brexit Party	The Brexit Party	230416667843105	Facebook	55_64	55-64	113	1	3873757	1810742	58026	16741
FDP	FDP	21289227249	Facebook	55_64	55-64	2747	1	3840144	1144699	37588	2525
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	55_64	55-64	34	1	3764891	1743782	11201	2863
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	55_64	55-64	229	1	3643602	1665797	11593	2504
