advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	18_24	18-24	1482	1	125012669	55535900	545329	137548
Kialo		729627343834501	Facebook	18_24	18-24	753	1	23301328	8976661	141036	32501
European Greens		141366725876424	Facebook	18_24	18-24	285	1	22274782	9781176	120491	29433
SPD	SPD	47930567748	Facebook	18_24	18-24	8321	1	21255266	5862327	430084	21602
Podemos	Unidas Podemos	269212336568846	Facebook	18_24	18-24	257	1	16546943	7393389	83737	21230
People's Vote UK	People's Vote	748608695327755	Facebook	18_24	18-24	3298	1	16166022	5792060	179369	33326
European Commission		107898832590939	Facebook	18_24	18-24	69	1	12021401	5546918	47023	12355
sp.a	sp.a	57253967150	Facebook	18_24	18-24	230	1	11987950	5028466	51440	10517
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	18_24	18-24	3368	1	11958381	4204392	122848	17881
Best For Britain	Best for Britain	1863944713844924	Facebook	18_24	18-24	821	1	10890483	4735707	107842	26139
CDU	CDU	78502295414	Facebook	18_24	18-24	3170	1	10873074	2591815	89786	2282
FDP	FDP	21289227249	Facebook	18_24	18-24	2860	1	10644165	3279664	98750	4878
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	18_24	18-24	283	1	10310737	4106349	24272	4344
Partido Popular	Partido Popular	72249031214	Facebook	18_24	18-24	849	1	10288679	3851643	59400	8893
Greenpeace France		39435457457	Facebook	18_24	18-24	127	1	10066009	4613942	50844	11725
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	18_24	18-24	126	1	8517296	3556990	32175	11236
Vlaams Belang	Vlaams Belang	56605856504	Facebook	18_24	18-24	76	1	8442002	3885156	61104	15732
Conservatives	The Conservative Party	8807334278	Facebook	18_24	18-24	1981	1	8083446	3018875	93520	12035
România în primul rând	Future Innovation	770704223323599	Facebook	18_24	18-24	67	1	7834355	3564917	5890	1586
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	18_24	18-24	128	1	7253092	3159383	63026	14602
Greenpeace Deutschland		22541752487	Facebook	18_24	18-24	440	1	7035122	2603444	36413	5292
PSOE	PSOE	189318235003	Facebook	18_24	18-24	328	1	6856634	2692487	21635	3649
Parlement européen en France	Parlement européen en France	279757933824	Facebook	18_24	18-24	36	1	6246537	2636347	34769	8157
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	18_24	18-24	97	1	6047344	2738758	13068	2929
Ciudadanos	Ciudadanos	74078667754	Facebook	18_24	18-24	3809	1	5982114	1911629	52790	4743
