advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	0_50	0 - 50	EE	Estonia	103	1	1582515	357811	10152	0
Urmas Paet	Paet Urmas	223092011815453	Facebook	0_50	0 - 50	EE	Estonia	43	1	1118464	243240	4243	0
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	0_50	0 - 50	EE	Estonia	30	1	902153	228287	2960	0
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	0_50	0 - 50	EE	Estonia	21	1	874249	264175	2072	0
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	0_50	0 - 50	EE	Estonia	40	1	506103	114590	3940	0
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	0_50	0 - 50	EE	Estonia	29	1	455543	120622	2862	0
Keskerakond	Keskerakond	161252453921396	Facebook	0_50	0 - 50	EE	Estonia	10	1	328962	71775	986	0
Jaak Madison	Madison Jaak	536519246456733	Facebook	0_50	0 - 50	EE	Estonia	12	1	295067	67788	1184	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	0_50	0 - 50	EE	Estonia	52	1	288596	65712	5119	0
Triin Saag	Saag Triin	2012394932389774	Facebook	0_50	0 - 50	EE	Estonia	37	1	281085	86729	3651	0
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	0_50	0 - 50	EE	Estonia	13	1	210312	50837	1282	0
European Parliament		178362315106	Facebook	0_50	0 - 50	EE	Estonia	10	1	175607	40904	691	0
Yoko Alender		709212302463805	Facebook	0_50	0 - 50	EE	Estonia	34	1	155480	46853	3355	0
Reformierakond	Reformierakond	80124492882	Facebook	0_50	0 - 50	EE	Estonia	5	1	151521	29906	493	0
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	0_50	0 - 50	EE	Estonia	5	1	151521	29906	493	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	0_50	0 - 50	EE	Estonia	21	1	149945	39003	889	0
European Greens		141366725876424	Facebook	0_50	0 - 50	EE	Estonia	10	1	111381	25158	400	0
Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	0_50	0 - 50	EE	Estonia	3	1	100682	19937	296	0
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	0_50	0 - 50	EE	Estonia	2	1	99686	19937	197	0
Eiki Nestor	Sotsiaaldemokraatlik Erakond	1472281069715651	Facebook	0_50	0 - 50	EE	Estonia	7	1	84728	19937	690	0
Ablo		299078570887332	Facebook	0_50	0 - 50	EE	Estonia	8	1	72764	13956	789	0
Hanno Pevkur  #pevkur		1914863625428136	Facebook	0_50	0 - 50	EE	Estonia	6	1	68230	13646	462	0
Urmas Reinsalu		503635753156660	Facebook	0_50	0 - 50	EE	Estonia	2	1	59811	14953	197	0
Riho Terras		2217643278496367	Facebook	0_50	0 - 50	EE	Estonia	2	1	59811	14953	197	0
Airis Meier Page	Reformierakond	250646808998831	Facebook	0_50	0 - 50	EE	Estonia	2	1	54826	10965	197	0
