audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f25_34	female (25-34)	SE	Sweden	10468	1892	24014924	8359178	197538	48701
m25_34	male (25-34)	SE	Sweden	9758	1843	20397334	7198983	162512	40266
f35_44	female (35-44)	SE	Sweden	10463	1872	20142678	6768864	174240	42439
m18_24	male (18-24)	SE	Sweden	8477	1686	17703021	6358672	140324	35204
f45_54	female (45-54)	SE	Sweden	10009	1827	17199141	5712519	151684	36935
f65_	female (65+)	SE	Sweden	8010	1579	15992530	5265242	158931	40040
f18_24	female (18-24)	SE	Sweden	8867	1724	15224739	5470014	113076	28597
m35_44	male (35-44)	SE	Sweden	9808	1818	15017320	5100855	120835	29639
m45_54	male (45-54)	SE	Sweden	9309	1768	14251875	4771005	125196	30496
f55_64	female (55-64)	SE	Sweden	8945	1731	12874530	4130529	119799	29493
m65_	male (65+)	SE	Sweden	7680	1539	11871627	3892846	124406	30582
m55_64	male (55-64)	SE	Sweden	8439	1683	10872344	3538100	104997	25689
f13_17	female (13-17)	SE	Sweden	1290	375	1850589	645674	10094	2409
m13_17	male (13-17)	SE	Sweden	1287	352	1072049	383285	6163	1381
u35_44	unknown (35-44)	SE	Sweden	8081	1610	751317	254668	5903	1412
u25_34	unknown (25-34)	SE	Sweden	7742	1577	631971	219687	4802	1162
u45_54	unknown (45-54)	SE	Sweden	7581	1549	500347	166757	4234	1009
u55_64	unknown (55-64)	SE	Sweden	6447	1414	293035	93959	2727	657
u65_	unknown (65+)	SE	Sweden	6057	1309	275551	88562	2704	640
u18_24	unknown (18-24)	SE	Sweden	5668	1251	146211	50137	1135	277
u13_17	unknown (13-17)	SE	Sweden	761	283	12965	4614	74	17
