country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PT	Portugal	lisbon_district	Lisbon District	3284	1012	3655548	1330027	16911	2012
PT	Portugal	porto_district	Porto District	2891	896	1711939	676834	7045	585
PT	Portugal	aveiro_district	Aveiro District	2409	759	443203	190600	1251	187
PT	Portugal	braga_district	Braga District	2515	815	413398	169759	1964	145
PT	Portugal	setubal_district	Setúbal District	2546	821	279460	91835	1537	74
PT	Portugal	faro_district	Faro District	2709	830	198975	64276	1810	41
PT	Portugal	coimbra_district	Coimbra District	2426	771	186225	63258	605	52
PT	Portugal	santarem_district	Santarém District	2275	759	172423	45728	850	25
PT	Portugal	leiria_district	Leiria District	2359	753	128418	39856	558	37
PT	Portugal	viseu_district	Viseu District	2233	696	61949	22909	415	17
PT	Portugal	vila_real_district	Vila Real District	1983	624	35174	8979	408	4
PT	Portugal	viana_do_castelo_district	Viana do Castelo District	2459	701	33989	11811	261	8
PT	Portugal	castelo_branco_district	Castelo Branco District	2050	667	31469	11870	243	5
PT	Portugal	evora_district	Évora District	2090	673	19126	6891	61	11
PT	Portugal	beja_district	Beja District	1949	640	14939	4608	143	4
PT	Portugal	portalegre_district	Portalegre District	2017	626	6993	2566	20	2
PT	Portugal	guarda_district	Guarda District	1829	615	6642	2375	20	2
