recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	UK	United Kingdom	2012	269	4190932	1415647	60530	6664
rd2	Last 2 days	2019-05-12	2019-05-13	UK	United Kingdom	2157	310	9097082	3095808	131575	15168
rd3	Last 3 days	2019-05-11	2019-05-13	UK	United Kingdom	2369	359	14155353	4842815	211411	24690
rd4	Last 4 days	2019-05-10	2019-05-13	UK	United Kingdom	2692	397	20034651	6959981	304673	38114
rd5	Last 5 days	2019-05-09	2019-05-13	UK	United Kingdom	2803	434	24513536	8450409	358109	45571
rd6	Last 6 days	2019-05-08	2019-05-13	UK	United Kingdom	3099	486	30401143	10311730	441671	56012
rw1	Last week	2019-05-07	2019-05-13	UK	United Kingdom	3610	546	38319381	13369644	549094	69142
rw2	Last 2 weeks	2019-04-30	2019-05-13	UK	United Kingdom	9100	1545	95322550	32816198	1400280	179560
rw3	Last 3 weeks	2019-04-23	2019-05-13	UK	United Kingdom	11961	1766	142234291	48145549	2086366	260144
rw4	Last 4 weeks	2019-04-16	2019-05-13	UK	United Kingdom	14114	1998	168651381	56743994	2459275	296687
rm1	Last month	2019-04-14	2019-05-13	UK	United Kingdom	14702	2088	175720385	59029484	2541775	305283
rm2	Last 2 months	2019-03-15	2019-05-13	UK	United Kingdom	26413	3258	349864111	117511253	4863013	604441
rm3	Last 3 months	2019-02-13	2019-05-13	UK	United Kingdom	33987	3797	483323303	163015653	6349124	800603
rm6	Last 6 months	2019-01-01	2019-05-13	UK	United Kingdom	41957	4230	676807577	229210924	8316130	1088753
