impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	BG	Bulgaria	Приоритети	БЗНС	1163987410423594	Facebook	20	1	18683	0	1648	0
0_1k	0 - 1k	BG	Bulgaria	Стефан Тафров	Стефан Тафров	233810563693016	Facebook	14	1	13289	0	1246	0
0_1k	0 - 1k	BG	Bulgaria	Организация за защита на животните "Четири лапи"		144072035778	Facebook	8	1	7638	0	756	0
0_1k	0 - 1k	BG	Bulgaria	Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	7	1	6992	0	692	0
0_1k	0 - 1k	BG	Bulgaria	European Parliament		178362315106	Facebook	8	1	6446	0	638	0
0_1k	0 - 1k	BG	Bulgaria	Любомира Ганчева	Gancheva Lyubomira	483954725396036	Facebook	7	1	6200	0	556	0
0_1k	0 - 1k	BG	Bulgaria	сТУденти		710941585944818	Facebook	6	1	5779	0	572	0
0_1k	0 - 1k	BG	Bulgaria	Карлос Контрера	Войчин Мирчо	734105799990582	Facebook	4	1	3995	0	352	0
0_1k	0 - 1k	BG	Bulgaria	За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	4	1	3654	0	342	0
0_1k	0 - 1k	BG	Bulgaria	АБВ - Младежи		258397044345249	Facebook	4	1	3530	0	349	0
0_1k	0 - 1k	BG	Bulgaria	Hygea Water System		1585622941714076	Facebook	3	1	2996	0	296	0
0_1k	0 - 1k	BG	Bulgaria	Пламена Заячка	Zayachka Plamena	265202954078265	Facebook	3	1	2681	0	236	0
0_1k	0 - 1k	BG	Bulgaria	Valeri Simeonov		1967166133516609	Facebook	2	1	1998	0	197	0
0_1k	0 - 1k	BG	Bulgaria	Rayse Project		2053944684895883	Facebook	2	1	1998	0	197	0
0_1k	0 - 1k	BG	Bulgaria	DESIGNitsa - Дизайница		676082905766490	Facebook	2	1	1997	0	176	0
0_1k	0 - 1k	BG	Bulgaria	Демократична България	Демократична България	995342840629890	Facebook	2	1	1859	0	174	0
0_1k	0 - 1k	BG	Bulgaria	Емил А. Георгиев	Georgiev Emil	1228198117206814	Facebook	2	1	1811	0	179	0
0_1k	0 - 1k	BG	Bulgaria	24novini.bg		184624895468213	Facebook	2	1	1712	0	151	0
0_1k	0 - 1k	BG	Bulgaria	Foodpowerr		625107021262384	Facebook	2	1	1115	0	98	0
0_1k	0 - 1k	BG	Bulgaria	Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	1	1	999	0	99	0
0_1k	0 - 1k	BG	Bulgaria	Младежка ЛГБТ организация "Действие"		245822645027	Facebook	1	1	999	0	88	0
0_1k	0 - 1k	BG	Bulgaria	Ивайло Илиев - официална страница		833286300358158	Facebook	1	1	999	0	88	0
0_1k	0 - 1k	BG	Bulgaria	Европейска младежка карта EYC		227628280640960	Facebook	1	1	999	0	99	0
0_1k	0 - 1k	BG	Bulgaria	Идея за България/Idea for Bulgaria		185512961489408	Facebook	1	1	999	0	99	0
0_1k	0 - 1k	BG	Bulgaria	Иван Димитров		483221428524537	Facebook	1	1	999	0	99	0
