country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
EL	Greece	f	female	7499	1374	78782827	29201758	305864	30533
EL	Greece	m	male	7247	1355	135716713	49627396	517121	48134
EL	Greece	u	unknown	6548	1287	1204722	443183	4739	488
