advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	5k_10k	5k - 10k	DE	Germany	571	1	5709429	2854999	57329	200
SPD	SPD	47930567748	Facebook	5k_10k	5k - 10k	DE	Germany	352	1	3518683	1759517	40034	1299
FDP	FDP	21289227249	Facebook	5k_10k	5k - 10k	DE	Germany	316	1	3158176	1579246	32468	299
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	5k_10k	5k - 10k	DE	Germany	130	1	1299783	649956	13669	200
Katarina Barley	SPD	1522202731410785	Facebook	5k_10k	5k - 10k	DE	Germany	102	1	1019846	509974	10897	200
Greenpeace Deutschland		22541752487	Facebook	5k_10k	5k - 10k	DE	Germany	71	1	704823	352446	8577	399
DIE LINKE	DIE LINKE	47694585682	Facebook	5k_10k	5k - 10k	DE	Germany	62	1	619896	309979	6937	199
Partei der Humanisten	Partei der Humanisten	499613946840551	Facebook	5k_10k	5k - 10k	DE	Germany	59	1	589939	294999	5840	0
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	5k_10k	5k - 10k	DE	Germany	55	1	549942	274998	6244	200
Grüner Fisher Investments	Grüner Fisher Investments	138832469593845	Facebook	5k_10k	5k - 10k	DE	Germany	43	1	429957	215000	22456	5099
FDP Bremen	FDP Bremen	152934608113175	Facebook	5k_10k	5k - 10k	DE	Germany	40	1	399960	200000	3960	0
Volt Deutschland	Volt Deutschland	134209407129787	Facebook	5k_10k	5k - 10k	DE	Germany	38	1	379844	189941	3760	0
Kialo		729627343834501	Facebook	5k_10k	5k - 10k	DE	Germany	54	1	365363	182700	4279	188
Danke, Freihandel.	VDMA	226651401514704	Facebook	5k_10k	5k - 10k	DE	Germany	28	1	279972	140000	3972	300
SPD-Bundestagsfraktion	SPD-Bundestagsfraktion	144380008933707	Facebook	5k_10k	5k - 10k	DE	Germany	18	1	179982	90000	1782	0
FDP Fraktion Bundestag	Fraktion der Freien Demokraten	341486659645594	Facebook	5k_10k	5k - 10k	DE	Germany	18	1	179982	90000	1782	0
Avocadostore		312453876194	Facebook	5k_10k	5k - 10k	DE	Germany	16	1	159984	80000	1584	0
Delara Burkhardt	SPD Schleswig-Holstein	260587924600836	Facebook	5k_10k	5k - 10k	DE	Germany	14	1	139986	70000	1786	100
Friedrich-Naumann-Stiftung für die Freiheit		140889782312	Facebook	5k_10k	5k - 10k	DE	Germany	14	1	139933	69973	2185	200
Arbeitgeberverband Gesamtmetall	Arbeitgeberverband Gesamtmetall	169367889785454	Facebook	5k_10k	5k - 10k	DE	Germany	13	1	129987	65000	1687	100
SPD Land Bremen	SPD Land Bremen 	524965010906886	Facebook	5k_10k	5k - 10k	DE	Germany	13	1	129987	65000	1287	0
SPD Sachsen	SPD Sachsen	50169278122	Facebook	5k_10k	5k - 10k	DE	Germany	13	1	129932	64972	1686	100
BDI - Bundesverband der Deutschen Industrie	BDI - Bundesverband der Deutschen Industrie	186206440652	Facebook	5k_10k	5k - 10k	DE	Germany	13	1	129595	64804	1683	99
Landeszentrale für politische Bildung Thüringen	Landeszentrale für politische Bildung Thüringen	215460201802938	Facebook	5k_10k	5k - 10k	DE	Germany	12	1	119988	60000	1188	0
CDU-Fraktion im Thüringer Landtag	CDU-Fraktion im Thüringer Landtag	334931334040	Facebook	5k_10k	5k - 10k	DE	Germany	12	1	119988	60000	1188	0
