day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d122	2019-05-02	CZ	Czechia	European Parliament		178362315106	Facebook	6	1	649998	316666	2137	1068
d122	2019-05-02	CZ	Czechia	HLAS	První prezidentská	320144481956623	Facebook	11	1	236823	53166	875	174
d122	2019-05-02	CZ	Czechia	Evropa společně	Evropa společně	535611970260854	Facebook	10	1	187443	72055	262	92
d122	2019-05-02	CZ	Czechia	Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	8	1	133664	36666	454	90
d122	2019-05-02	CZ	Czechia	TOP 09	TOP 09	90002267161	Facebook	15	1	113378	43050	144	35
d122	2019-05-02	CZ	Czechia	Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	6	1	99997	22499	51	10
d122	2019-05-02	CZ	Czechia	Tomio Okamura - SPD		179497582061065	Facebook	3	1	69165	33833	268	131
d122	2019-05-02	CZ	Czechia	KDU-ČSL	KDU-ČSL	251656685576	Facebook	8	1	54539	21817	141	28
d122	2019-05-02	CZ	Czechia	Roman Kriz	Kriz Roman	382745889213194	Facebook	82	1	50765	10826	185	41
d122	2019-05-02	CZ	Czechia	ecoFuture & E.ON Energy Globe		104654572907664	Facebook	76	1	47051	16567	210	5
d122	2019-05-02	CZ	Czechia	Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	25	1	38196	12080	111	28
d122	2019-05-02	CZ	Czechia	Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	23	1	36300	14488	111	39
d122	2019-05-02	CZ	Czechia	Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	9	1	35827	9528	149	45
d122	2019-05-02	CZ	Czechia	Marek Ženíšek	TOP 09	523450094407778	Facebook	1	1	33332	16666	64	12
d122	2019-05-02	CZ	Czechia	Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	21	1	29093	6287	110	22
d122	2019-05-02	CZ	Czechia	Pavel Poc	Poc Pavel	202974613060409	Facebook	4	1	25833	9166	64	21
d122	2019-05-02	CZ	Czechia	Jan Zahradil		400970967000022	Facebook	1	1	24999	5000	97	19
d122	2019-05-02	CZ	Czechia	Daniel Herman		378072105614553	Facebook	6	1	19275	7897	22	7
d122	2019-05-02	CZ	Czechia	ODS - Občanská demokratická strana		30575632699	Facebook	1	1	16666	3333	64	12
d122	2019-05-02	CZ	Czechia	Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	7	1	14192	3026	30	8
d122	2019-05-02	CZ	Czechia	Mladí lidovci Vysočina	Palan Jan	282033615295005	Facebook	1	1	12499	2500	48	9
d122	2019-05-02	CZ	Czechia	Programy do voleb	Štěpán Ryšavý - Programy do voleb	1033702273421005	Facebook	10	1	11669	5448	6	0
d122	2019-05-02	CZ	Czechia	Národní Noviny	Hrubon Rudolf	267806570729225	Facebook	14	1	11230	2049	11	0
d122	2019-05-02	CZ	Czechia	Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	2	1	10832	2916	37	7
d122	2019-05-02	CZ	Czechia	Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	3	1	9998	3499	58	29
