country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CZ	Czechia	d132	2019-05-12	870	153	2459147	821495	7255	1855
CZ	Czechia	d131	2019-05-11	860	154	2664832	910065	8520	2154
CZ	Czechia	d130	2019-05-10	1695	159	5825129	1614984	22187	4788
CZ	Czechia	d129	2019-05-09	803	141	3212517	1229239	9830	2566
CZ	Czechia	d128	2019-05-08	765	138	2414072	855250	7765	2009
CZ	Czechia	d127	2019-05-07	815	137	3240838	1158000	10539	2538
CZ	Czechia	d126	2019-05-06	779	126	2528005	837097	9168	2240
CZ	Czechia	d125	2019-05-05	650	123	1521873	546114	4938	1166
CZ	Czechia	d124	2019-05-04	647	125	1847596	726507	6668	2018
CZ	Czechia	d123	2019-05-03	730	132	2559727	896778	9503	2885
