recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	LT	Lithuania	227	47	585428	216888	2853	195
rd2	Last 2 days	2019-05-12	2019-05-13	LT	Lithuania	237	53	1202052	441764	5786	391
rd3	Last 3 days	2019-05-11	2019-05-13	LT	Lithuania	274	57	1945781	718723	9261	648
rd4	Last 4 days	2019-05-10	2019-05-13	LT	Lithuania	397	64	4409902	1612985	17883	1464
rd5	Last 5 days	2019-05-09	2019-05-13	LT	Lithuania	409	68	6658411	2399785	25577	2153
rd6	Last 6 days	2019-05-08	2019-05-13	LT	Lithuania	424	70	8631143	3098972	32054	2740
rw1	Last week	2019-05-07	2019-05-13	LT	Lithuania	443	73	10782140	3898840	37627	3718
rw2	Last 2 weeks	2019-04-30	2019-05-13	LT	Lithuania	680	120	21622809	7897753	75050	9080
rw3	Last 3 weeks	2019-04-23	2019-05-13	LT	Lithuania	854	147	26944761	10271330	96506	13079
rw4	Last 4 weeks	2019-04-16	2019-05-13	LT	Lithuania	981	185	28553262	10930028	99949	13618
rm1	Last month	2019-04-14	2019-05-13	LT	Lithuania	1085	202	28848131	11041454	101000	13731
rm2	Last 2 months	2019-03-15	2019-05-13	LT	Lithuania	1929	470	36365800	13773874	133045	18145
rm3	Last 3 months	2019-02-13	2019-05-13	LT	Lithuania	2208	534	37746495	14292511	140177	18649
rm6	Last 6 months	2019-01-01	2019-05-13	LT	Lithuania	2365	566	39121248	14659798	146532	19101
