country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
MT	Malta	w019	Week 19	2019-05-06	2019-05-12	680	97	10970871	3745247	61781	4883
MT	Malta	w018	Week 18	2019-04-29	2019-05-05	667	114	7566786	2506555	33930	2420
MT	Malta	w017	Week 17	2019-04-22	2019-04-28	595	122	4185945	1441617	19539	1455
MT	Malta	w016	Week 16	2019-04-15	2019-04-21	524	158	1281766	379077	7521	225
MT	Malta	w015	Week 15	2019-04-08	2019-04-14	751	238	1989980	624484	10416	511
MT	Malta	w014	Week 14	2019-04-01	2019-04-07	651	234	1776594	567421	9136	702
MT	Malta	w013	Week 13	2019-03-25	2019-03-31	547	206	1567633	545776	6845	528
MT	Malta	w012	Week 12	2019-03-18	2019-03-24	440	188	1435150	561861	6346	422
MT	Malta	w011	Week 11	2019-03-11	2019-03-17	268	113	1109261	405251	5003	517
MT	Malta	w010	Week 10	2019-03-04	2019-03-10	269	96	1055567	370330	5818	422
MT	Malta	w009	Week 9	2019-02-25	2019-03-03	168	66	709206	196178	5175	440
MT	Malta	w008	Week 8	2019-02-18	2019-02-24	127	58	706915	251506	4520	467
MT	Malta	w007	Week 7	2019-02-11	2019-02-17	99	51	878962	333119	4115	515
MT	Malta	w006	Week 6	2019-02-04	2019-02-10	83	36	1635173	720117	8166	1286
MT	Malta	w005	Week 5	2019-01-28	2019-02-03	99	39	234635	57166	1231	19
MT	Malta	w004	Week 4	2019-01-21	2019-01-27	88	37	353541	124644	2393	138
MT	Malta	w003	Week 3	2019-01-14	2019-01-20	102	34	711739	251534	4986	688
MT	Malta	w002	Week 2	2019-01-07	2019-01-13	68	29	638617	225340	5287	803
MT	Malta	w001	Week 1	2019-01-01	2019-01-06	49	23	486627	168428	4164	682
