country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CZ	Czechia	0_50	0 - 50	5615	864	34610288	9001630	107779	20129
CZ	Czechia	50_100	50 - 100	2649	674	12126850	3534636	45524	9067
CZ	Czechia	100_1k	100 - 1k	1437	338	24480612	10769682	91797	28262
CZ	Czechia	1k_5k	1k - 5k	136	52	10568759	5044179	64291	18342
CZ	Czechia	5k_10k	5k - 10k	12	8	294185	146868	2535	1189
CZ	Czechia	10k_50k	10k - 50k	1	1	8075	4037	359	71
