country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LT	Lithuania	d133	2019-05-13	227	47	585428	216888	2853	195
LT	Lithuania	d132	2019-05-12	237	53	616624	224875	2933	196
LT	Lithuania	d131	2019-05-11	272	56	743728	276959	3474	257
LT	Lithuania	d130	2019-05-10	392	62	2464121	894261	8621	815
LT	Lithuania	d129	2019-05-09	381	64	2248509	786800	7694	688
LT	Lithuania	d128	2019-05-08	360	60	1972731	699187	6476	586
LT	Lithuania	d127	2019-05-07	283	59	2150997	799868	5572	978
LT	Lithuania	d126	2019-05-06	286	54	2016660	758653	6412	858
LT	Lithuania	d125	2019-05-05	203	58	1200915	484548	3535	767
LT	Lithuania	d124	2019-05-04	218	58	1290921	498007	5894	831
LT	Lithuania	d123	2019-05-03	228	68	1496263	554845	5206	757
LT	Lithuania	d122	2019-05-02	236	72	1980161	730814	5967	761
LT	Lithuania	d121	2019-05-01	215	65	1401705	496446	5326	730
LT	Lithuania	d120	2019-04-30	245	71	1454041	475596	5079	655
LT	Lithuania	d119	2019-04-29	235	63	2022705	945730	9826	1932
LT	Lithuania	d118	2019-04-28	215	60	860527	389767	3999	774
LT	Lithuania	d117	2019-04-27	215	63	863648	392211	4085	772
LT	Lithuania	d116	2019-04-26	252	68	465827	196690	1078	190
LT	Lithuania	d115	2019-04-25	228	71	417056	171216	1042	114
LT	Lithuania	d114	2019-04-24	212	68	371071	151310	645	86
LT	Lithuania	d113	2019-04-23	238	68	321116	126650	777	127
LT	Lithuania	d112	2019-04-22	206	70	246879	102099	401	65
LT	Lithuania	d111	2019-04-21	231	72	291285	121132	579	91
LT	Lithuania	d110	2019-04-20	227	76	312644	123507	653	88
LT	Lithuania	d109	2019-04-19	239	78	334221	133672	669	103
LT	Lithuania	d108	2019-04-18	225	78	260191	112401	440	79
LT	Lithuania	d107	2019-04-17	198	81	62841	23513	270	38
LT	Lithuania	d106	2019-04-16	226	84	100436	42370	427	71
LT	Lithuania	d105	2019-04-15	280	95	162006	58708	543	56
LT	Lithuania	d104	2019-04-14	277	97	132862	52717	507	57
LT	Lithuania	d103	2019-04-13	289	106	130874	49992	502	55
LT	Lithuania	d102	2019-04-12	350	115	171688	59973	780	92
LT	Lithuania	d101	2019-04-11	327	123	246503	84461	1115	117
LT	Lithuania	d100	2019-04-10	296	121	209730	71290	919	76
LT	Lithuania	d099	2019-04-09	321	132	233198	64620	1437	115
LT	Lithuania	d098	2019-04-08	302	125	213232	62911	1064	70
LT	Lithuania	d097	2019-04-07	285	114	120122	42000	720	36
LT	Lithuania	d096	2019-04-06	286	120	130174	43082	697	36
LT	Lithuania	d095	2019-04-05	297	122	147969	51949	668	44
LT	Lithuania	d094	2019-04-04	269	117	201147	75119	1034	119
LT	Lithuania	d093	2019-04-03	239	108	212259	74654	924	89
LT	Lithuania	d092	2019-04-02	210	98	297442	106099	2039	332
LT	Lithuania	d091	2019-04-01	199	97	102696	31446	383	16
LT	Lithuania	d090	2019-03-31	215	103	131649	41192	519	25
LT	Lithuania	d089	2019-03-30	207	103	120839	36560	493	21
LT	Lithuania	d088	2019-03-29	227	110	402017	143114	1278	248
LT	Lithuania	d087	2019-03-28	219	101	435831	174476	1553	454
LT	Lithuania	d086	2019-03-27	194	95	372862	138737	1189	286
LT	Lithuania	d085	2019-03-26	191	89	315431	123332	1039	246
LT	Lithuania	d084	2019-03-25	179	94	320790	123882	1064	246
LT	Lithuania	d083	2019-03-24	177	93	347408	129509	1224	269
LT	Lithuania	d082	2019-03-23	198	105	459630	184622	1756	342
LT	Lithuania	d081	2019-03-22	217	115	492750	192542	2044	339
LT	Lithuania	d080	2019-03-21	194	100	682193	276068	3041	349
LT	Lithuania	d079	2019-03-20	186	88	482902	159846	1818	185
LT	Lithuania	d078	2019-03-19	165	79	181666	62736	816	75
LT	Lithuania	d077	2019-03-18	167	67	131277	41050	705	31
LT	Lithuania	d076	2019-03-17	126	54	61590	24507	254	28
LT	Lithuania	d075	2019-03-16	124	56	67831	25689	401	28
