advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Popular	Partido Popular	72249031214	Facebook	45_54	45-54	ES	Spain	2430	1	20910725	6528066	165031	14841
Ciudadanos	Ciudadanos	74078667754	Facebook	45_54	45-54	ES	Spain	4723	1	18708442	5730487	168499	14334
Podemos	Unidas Podemos	269212336568846	Facebook	45_54	45-54	ES	Spain	302	1	18671048	8321476	116906	30849
PSOE	PSOE	189318235003	Facebook	45_54	45-54	ES	Spain	328	1	3048158	1257183	7515	1462
Un país moderno	Unidas Podemos	577723459314066	Facebook	45_54	45-54	ES	Spain	58	1	3002177	1351493	17278	3685
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	45_54	45-54	ES	Spain	259	1	2118453	837013	9699	1429
Greenpeace España	Greenpeace España	133044800622	Facebook	45_54	45-54	ES	Spain	172	1	1938937	722956	6699	933
Save the Children España	Save the Children España	57845333112	Facebook	45_54	45-54	ES	Spain	23	1	1861358	890203	8510	1890
European Parliament		178362315106	Facebook	45_54	45-54	ES	Spain	60	1	1840334	822584	6710	1486
Compromís	Compromís	194053080624605	Facebook	45_54	45-54	ES	Spain	72	1	1367785	563584	5619	1138
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	45_54	45-54	ES	Spain	77	1	1176362	491680	7953	1878
En Comú Podem	En Comú Podem	463627663844039	Facebook	45_54	45-54	ES	Spain	55	1	1027152	435770	3682	953
Ayuda LGTB		315021912539118	Facebook	45_54	45-54	ES	Spain	51	1	930568	392911	6368	1216
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	45_54	45-54	ES	Spain	1313	1	775635	70730	55375	21
Avaaz	Avaaz	8340223883	Facebook	45_54	45-54	ES	Spain	13	1	759732	354914	2862	567
España Ciudadana		349800235527721	Facebook	45_54	45-54	ES	Spain	16	1	758360	333214	4478	981
ACNUR Comite español		94118672764	Facebook	45_54	45-54	ES	Spain	37	1	752588	317473	3716	650
Mónica Oltra	Compromís	81107269227	Facebook	45_54	45-54	ES	Spain	18	1	747569	344132	2633	621
Kialo		729627343834501	Facebook	45_54	45-54	ES	Spain	367	1	744033	296098	3700	927
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	45_54	45-54	ES	Spain	233	1	732825	285245	7043	1592
Amnistía Internacional España		78151799929	Facebook	45_54	45-54	ES	Spain	38	1	732708	316557	4585	763
Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	45_54	45-54	ES	Spain	38	1	624830	233156	2395	397
Stop Cambio Climático		124967441456981	Facebook	45_54	45-54	ES	Spain	32	1	619517	258318	1779	347
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	45_54	45-54	ES	Spain	30	1	602214	264664	3043	764
Coalicion Canaria	Coalicion Canaria	1499578240271320	Facebook	45_54	45-54	ES	Spain	47	1	581975	224769	1264	189
