country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LU	Luxembourg	f	female	3123	711	8766773	2917482	47775	3840
LU	Luxembourg	m	male	2906	695	8212369	2710053	47456	3517
LU	Luxembourg	u	unknown	2735	651	130934	42228	826	50
