advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	santarem_district_PT	Santarém District, Portugal	73	1	329494	142241	1181	238
Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	santarem_district_PT	Santarém District, Portugal	62	1	285859	121233	374	40
Kialo		729627343834501	Facebook	santarem_district_PT	Santarém District, Portugal	345	1	142950	60072	634	154
European Commission		107898832590939	Facebook	santarem_district_PT	Santarém District, Portugal	10	1	124528	53660	207	80
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	santarem_district_PT	Santarém District, Portugal	42	1	107815	50023	204	55
MEO		69209479569	Facebook	santarem_district_PT	Santarém District, Portugal	4	1	66593	26211	106	33
Maria Luz Lopes		1126500010850543	Facebook	santarem_district_PT	Santarém District, Portugal	1	1	49999	10000	99	0
Federação do PS Santarém		347642161983998	Facebook	santarem_district_PT	Santarém District, Portugal	1	1	49999	10000	99	0
Greens/EFA in the European Parliament		150527751674751	Facebook	santarem_district_PT	Santarém District, Portugal	36	1	46370	19711	47	6
Fundação Calouste Gulbenkian		49386033906	Facebook	santarem_district_PT	Santarém District, Portugal	1	1	39889	19945	19	3
Página Miguel Viegas		194651341130667	Facebook	santarem_district_PT	Santarém District, Portugal	8	1	38687	14816	137	22
Parlamento Europeu - Gabinete em Portugal	Parlamento Europeu - Gabinete em Portugal	170555122972051	Facebook	santarem_district_PT	Santarém District, Portugal	1	1	34281	17141	34	17
The Bamboo Brush Society		1152885191422950	Facebook	santarem_district_PT	Santarém District, Portugal	34	1	33016	12807	88	9
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	santarem_district_PT	Santarém District, Portugal	23	1	31238	13258	94	19
Rios Livres		247517791943794	Facebook	santarem_district_PT	Santarém District, Portugal	9	1	29427	11684	81	9
Carlos Coelho		306796832807017	Facebook	santarem_district_PT	Santarém District, Portugal	6	1	25567	12783	104	20
Uiu		907141939410106	Facebook	santarem_district_PT	Santarém District, Portugal	4	1	23410	8941	25	4
Democracia para todos		141310866605696	Facebook	santarem_district_PT	Santarém District, Portugal	8	1	23324	8249	66	5
