day_code_filter	day_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d130	2019-05-10	FI	Finland	Sosialidemokraatit SDP		108945982480217	Facebook	59	1	186291	45712	2102	283
d130	2019-05-10	FI	Finland	Kaisa Penny		259256970891807	Facebook	11	1	131821	41361	460	50
d130	2019-05-10	FI	Finland	Kokoomus	Kokoomus	201285237101	Facebook	23	1	99083	22442	965	139
d130	2019-05-10	FI	Finland	European Greens	European Greens	141366725876424	Facebook	5	1	51163	25415	252	125
d130	2019-05-10	FI	Finland	Miapetra Kumpula-Natri		922311201130062	Facebook	10	1	41863	13111	350	85
d130	2019-05-10	FI	Finland	Teuvo Hakkarainen		198979100169761	Facebook	2	1	41665	8333	82	0
d130	2019-05-10	FI	Finland	Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	35	1	36095	13525	429	10
d130	2019-05-10	FI	Finland	Piia Kurki	Piia Kurki	270567833058986	Facebook	8	1	36043	7909	318	34
d130	2019-05-10	FI	Finland	Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	77	1	34474	6202	1230	0
d130	2019-05-10	FI	Finland	Sirpa Pietikäinen	Sirpa Pietikäinen	140188405326	Facebook	2	1	33332	6666	332	66
d130	2019-05-10	FI	Finland	Mirja Vehkaperä	Vehkaperä Mirja Tellervo	237130593122439	Facebook	6	1	25415	5583	357	56
d130	2019-05-10	FI	Finland	Pekka Shemeikka	Nokela Matti Juhani Philip	591986911282315	Facebook	4	1	24641	5356	252	44
d130	2019-05-10	FI	Finland	Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	9	1	22261	4452	198	13
d130	2019-05-10	FI	Finland	Jaana Ylitalo - Neuvottelijasi Euroopassa	Jaana Ylitalon eurovaalitukiryhmä	1201709293325428	Facebook	7	1	22249	4392	154	14
d130	2019-05-10	FI	Finland	Janne Parkkila - Vasemmistoliitto	Janne Parkkilan tukiyhdistys ry	354424931606915	Facebook	5	1	21330	5016	319	61
d130	2019-05-10	FI	Finland	Miikkael Azaize	Kaarelan Keskustaseura ry	2261117880772740	Facebook	7	1	20997	3833	264	0
d130	2019-05-10	FI	Finland	Tuomas Tikkanen	Tikkanen Juho Tuomas	2139907472900957	Facebook	6	1	20784	9767	224	26
d130	2019-05-10	FI	Finland	Mia Haglund	Mia Haglund MEPiksi -kampanja	252498358197157	Facebook	7	1	20784	5232	139	0
d130	2019-05-10	FI	Finland	Stina Wahlsten		247410845719596	Facebook	4	1	20399	3999	79	0
d130	2019-05-10	FI	Finland	Antton Rönnholm	Rekilä Piia Annikki	575908612596562	Facebook	6	1	19790	4645	141	10
d130	2019-05-10	FI	Finland	Aura Salla		357502994332188	Facebook	3	1	18749	3749	120	20
d130	2019-05-10	FI	Finland	Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	6	1	18530	4581	323	55
d130	2019-05-10	FI	Finland	Camilla Gunell till EU 2019		360575481205047	Facebook	5	1	17464	3426	135	17
d130	2019-05-10	FI	Finland	Christoffer Hällfors	Christoffer Hällfors	166764656737212	Facebook	9	1	17299	4565	142	0
d130	2019-05-10	FI	Finland	Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	10	1	15918	3946	245	11
d130	2019-05-10	FI	Finland	Elsi Katainen		190042298268350	Facebook	2	1	14166	2833	57	0
d130	2019-05-10	FI	Finland	Sami Säynevirta		364635700968341	Facebook	1	1	12499	2499	124	24
d130	2019-05-10	FI	Finland	Eurovaaliehdokas Kari Kallonen	Kallonen Kari Markku	2130226653737235	Facebook	23	1	11227	2791	204	0
d130	2019-05-10	FI	Finland	Mikael Ropo	Ropo Mikael Leo Olavi	286521901512868	Facebook	8	1	10593	3870	96	3
