audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	HU	Hungary	1798	214	16856632	7019484	53110	19479
m18_24	male (18-24)	HU	Hungary	1733	206	15808205	6571250	49488	18484
f55_64	female (55-64)	HU	Hungary	1653	202	13156399	5145888	47690	18315
m35_44	male (35-44)	HU	Hungary	1819	213	11978750	4855457	37606	14637
f65_	female (65+)	HU	Hungary	1595	187	10928225	4146307	40804	15278
f25_34	female (25-34)	HU	Hungary	1766	216	10117011	4250193	33635	11673
f18_24	female (18-24)	HU	Hungary	1714	209	10076920	4222600	31703	11000
m45_54	male (45-54)	HU	Hungary	1712	209	9700272	3864303	32424	12611
f45_54	female (45-54)	HU	Hungary	1722	212	9425823	3790724	31917	12449
f35_44	female (35-44)	HU	Hungary	1793	215	8741976	3563783	27202	10501
m55_64	male (55-64)	HU	Hungary	1638	202	7702297	2984722	27205	10385
m65_	male (65+)	HU	Hungary	1572	187	6133011	2329978	22266	8338
f13_17	female (13-17)	HU	Hungary	106	31	83379	34832	202	59
u35_44	unknown (35-44)	HU	Hungary	1312	189	77848	31143	254	95
m13_17	male (13-17)	HU	Hungary	103	30	74728	30670	197	52
u25_34	unknown (25-34)	HU	Hungary	1189	170	57413	23617	197	68
u45_54	unknown (45-54)	HU	Hungary	1181	168	36275	14170	125	47
u65_	unknown (65+)	HU	Hungary	1006	135	23350	8883	88	32
u55_64	unknown (55-64)	HU	Hungary	1009	145	19909	7648	73	27
u18_24	unknown (18-24)	HU	Hungary	797	123	13399	5518	46	15
u13_17	unknown (13-17)	HU	Hungary	58	19	227	96	0	0
