advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	u	unknown	EE	Estonia	6	1	430	93	4	0
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	u	unknown	EE	Estonia	15	1	377	88	6	0
European Parliament	European Parliament	178362315106	Facebook	u	unknown	EE	Estonia	1	1	334	66	0	0
Jaak Madison	Madison Jaak	536519246456733	Facebook	u	unknown	EE	Estonia	1	1	134	26	0	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	u	unknown	EE	Estonia	2	1	115	23	1	0
Triin Saag	Saag Triin	2012394932389774	Facebook	u	unknown	EE	Estonia	3	1	37	10	1	0
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	u	unknown	EE	Estonia	1	1	23	4	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	u	unknown	EE	Estonia	1	1	9	4	0	0
European Commission	European Commission	107898832590939	Facebook	u	unknown	EE	Estonia	2	1	3	1	0	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	u	unknown	EE	Estonia	2	1	2	0	0	0
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	u	unknown	EE	Estonia	1	1	0	0	0	0
