week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-17	HU	Hungary	1118	215	45625807	18529940	90196	31025
w019	Week 19	2019-05-06	2019-05-12	HU	Hungary	1379	483	53584536	22268014	117379	46874
w018	Week 18	2019-04-29	2019-05-05	HU	Hungary	1238	478	33260791	14047539	77840	31969
w017	Week 17	2019-04-22	2019-04-28	HU	Hungary	1069	345	21308272	8350123	43284	14170
w016	Week 16	2019-04-15	2019-04-21	HU	Hungary	862	291	16448832	6790905	34762	11675
w015	Week 15	2019-04-08	2019-04-14	HU	Hungary	1039	420	15444204	6641673	29153	8723
w014	Week 14	2019-04-01	2019-04-07	HU	Hungary	832	359	8983615	3603622	26127	5944
w013	Week 13	2019-03-25	2019-03-31	HU	Hungary	534	259	3358813	1333124	10862	3579
w012	Week 12	2019-03-18	2019-03-24	HU	Hungary	498	213	5057784	2005756	18823	4604
w011	Week 11	2019-03-11	2019-03-17	HU	Hungary	305	128	4076825	1556368	10400	2623
w010	Week 10	2019-03-04	2019-03-10	HU	Hungary	306	129	1830182	655414	6414	1072
w009	Week 9	2019-02-25	2019-03-03	HU	Hungary	175	85	2166988	803867	5141	702
w008	Week 8	2019-02-18	2019-02-24	HU	Hungary	107	59	546657	213783	1429	315
w007	Week 7	2019-02-11	2019-02-17	HU	Hungary	75	49	598894	219534	1339	239
w006	Week 6	2019-02-04	2019-02-10	HU	Hungary	68	40	1163376	486043	2385	840
w005	Week 5	2019-01-28	2019-02-03	HU	Hungary	91	34	485251	181942	1664	150
w004	Week 4	2019-01-21	2019-01-27	HU	Hungary	61	29	92836	30827	315	36
w003	Week 3	2019-01-14	2019-01-20	HU	Hungary	74	34	216440	61331	585	73
w002	Week 2	2019-01-07	2019-01-13	HU	Hungary	55	29	1144327	557368	1485	534
w001	Week 1	2019-01-01	2019-01-06	HU	Hungary	33	16	32061	13580	294	16
