country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AT	Austria	f	female	11609	1434	78787360	27238528	734970	100168
AT	Austria	m	male	11293	1401	100106020	34285070	943899	135045
AT	Austria	u	unknown	9049	1290	847190	283647	8344	1114
