advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Podemos	Unidas Podemos	269212336568846	Facebook	u	unknown	ES	Spain	297	1	473330	213552	2910	767
Ciudadanos	Ciudadanos	74078667754	Facebook	u	unknown	ES	Spain	3501	1	363663	111232	3685	274
Partido Popular	Partido Popular	72249031214	Facebook	u	unknown	ES	Spain	1503	1	214705	82513	1313	199
Greenpeace España	Greenpeace España	133044800622	Facebook	u	unknown	ES	Spain	175	1	137483	51599	459	68
European Parliament		178362315106	Facebook	u	unknown	ES	Spain	106	1	83290	37492	278	61
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	u	unknown	ES	Spain	277	1	73829	29600	335	50
Un país moderno	Unidas Podemos	577723459314066	Facebook	u	unknown	ES	Spain	61	1	68525	31153	361	79
Save the Children España	Save the Children España	57845333112	Facebook	u	unknown	ES	Spain	23	1	64969	30987	298	67
PSOE	PSOE	189318235003	Facebook	u	unknown	ES	Spain	259	1	54323	21668	202	37
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	u	unknown	ES	Spain	90	1	52847	22896	169	41
Kialo		729627343834501	Facebook	u	unknown	ES	Spain	382	1	52406	19980	293	72
WWF España		57973661707	Facebook	u	unknown	ES	Spain	49	1	50559	21198	217	37
ACNUR Comite español		94118672764	Facebook	u	unknown	ES	Spain	33	1	49430	21698	211	37
Compromís	Compromís	194053080624605	Facebook	u	unknown	ES	Spain	88	1	42883	16886	188	38
Barcelona en Comú	Barcelona en Comú	247118052078814	Facebook	u	unknown	ES	Spain	242	1	39685	9262	547	46
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	u	unknown	ES	Spain	82	1	38650	16200	249	62
En Comú Podem	En Comú Podem	463627663844039	Facebook	u	unknown	ES	Spain	52	1	37165	15572	132	35
Amnistía Internacional España		78151799929	Facebook	u	unknown	ES	Spain	29	1	33713	14907	235	38
Ingredientes que Suman		586540488142205	Facebook	u	unknown	ES	Spain	13	1	26631	11933	80	19
European Greens		141366725876424	Facebook	u	unknown	ES	Spain	33	1	24888	10577	147	32
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	u	unknown	ES	Spain	32	1	24277	10695	124	35
Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	u	unknown	ES	Spain	42	1	23083	9735	103	37
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	u	unknown	ES	Spain	183	1	22475	8512	231	45
Ayuda LGTB		315021912539118	Facebook	u	unknown	ES	Spain	41	1	22400	9319	166	30
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	u	unknown	ES	Spain	18	1	22352	10226	139	26
