advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Podemos	Unidas Podemos	269212336568846	Facebook	f	female	ES	Spain	333	1	57510182	25530979	342207	87988
Partido Popular	Partido Popular	72249031214	Facebook	f	female	ES	Spain	3639	1	55265892	18237027	425926	37401
Ciudadanos	Ciudadanos	74078667754	Facebook	f	female	ES	Spain	5241	1	48739339	15017478	463776	37837
PSOE	PSOE	189318235003	Facebook	f	female	ES	Spain	335	1	16625222	6616803	49832	9456
European Parliament		178362315106	Facebook	f	female	ES	Spain	107	1	11597556	5313925	37143	8440
Un país moderno	Unidas Podemos	577723459314066	Facebook	f	female	ES	Spain	64	1	8225498	3724275	44370	9421
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	f	female	ES	Spain	91	1	7267173	3169169	20250	4913
Greenpeace España	Greenpeace España	133044800622	Facebook	f	female	ES	Spain	175	1	7022353	2672476	22621	3319
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	f	female	ES	Spain	288	1	6394537	2488302	30063	4148
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	f	female	ES	Spain	87	1	5751110	2422523	37285	9231
Save the Children España	Save the Children España	57845333112	Facebook	f	female	ES	Spain	23	1	4394655	2088475	19879	4498
Compromís	Compromís	194053080624605	Facebook	f	female	ES	Spain	101	1	4191493	1654589	17002	3187
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	f	female	ES	Spain	225	1	4153615	1590144	33775	6916
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	f	female	ES	Spain	2326	1	3307522	329664	226374	53
Ayuda LGTB		315021912539118	Facebook	f	female	ES	Spain	42	1	3152194	1310204	19969	4083
Ingredientes que Suman		586540488142205	Facebook	f	female	ES	Spain	13	1	2782923	1284817	7225	1585
En Comú Podem	En Comú Podem	463627663844039	Facebook	f	female	ES	Spain	57	1	2768790	1135591	9815	2579
Apodemia		115927088504184	Facebook	f	female	ES	Spain	13	1	2649947	1129984	1286	0
Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	f	female	ES	Spain	47	1	2342110	1000405	11104	3853
Respeto LGTB		2315084548728652	Facebook	f	female	ES	Spain	267	1	2250587	832615	20730	1048
Partido Socialista Europeo		442423976113917	Facebook	f	female	ES	Spain	35	1	2246556	1012752	2997	304
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	f	female	ES	Spain	24	1	2186830	962153	12149	2290
WWF España		57973661707	Facebook	f	female	ES	Spain	52	1	2181426	918923	9332	1708
Coalicion Canaria	Coalicion Canaria	1499578240271320	Facebook	f	female	ES	Spain	53	1	2136587	805984	5524	853
Irene Montero	Unidas Podemos	699285113542248	Facebook	f	female	ES	Spain	8	1	2088660	993191	16522	5602
