week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-13	SE	Sweden	1565	286	4377283	1348231	39131	9525
w019	Week 19	2019-05-06	2019-05-12	SE	Sweden	2485	406	33630341	10671827	317011	79270
w018	Week 18	2019-04-29	2019-05-05	SE	Sweden	2002	382	17446510	5763342	133336	33003
w017	Week 17	2019-04-22	2019-04-28	SE	Sweden	1407	366	6779073	2313015	55326	14200
w016	Week 16	2019-04-15	2019-04-21	SE	Sweden	1345	429	7833108	2840612	53052	14422
w015	Week 15	2019-04-08	2019-04-14	SE	Sweden	1849	630	11071447	3920003	98007	23452
w014	Week 14	2019-04-01	2019-04-07	SE	Sweden	1505	556	8640596	2919396	83451	19216
w013	Week 13	2019-03-25	2019-03-31	SE	Sweden	1257	435	9179134	3307805	82982	21607
w012	Week 12	2019-03-18	2019-03-24	SE	Sweden	1080	362	7521538	2762306	65440	16694
w011	Week 11	2019-03-11	2019-03-17	SE	Sweden	913	334	9299630	3347464	82151	20111
w010	Week 10	2019-03-04	2019-03-10	SE	Sweden	1191	359	9360509	3354168	74554	18269
w009	Week 9	2019-02-25	2019-03-03	SE	Sweden	474	167	5795445	2043718	25081	6018
w008	Week 8	2019-02-18	2019-02-24	SE	Sweden	258	93	2753431	1048752	10121	2644
w007	Week 7	2019-02-11	2019-02-17	SE	Sweden	239	86	1179634	325415	8274	1605
w006	Week 6	2019-02-04	2019-02-10	SE	Sweden	202	68	1560305	459435	12441	2992
w005	Week 5	2019-01-28	2019-02-03	SE	Sweden	295	61	2041456	667467	16417	4311
w004	Week 4	2019-01-21	2019-01-27	SE	Sweden	252	62	2666286	1006115	24156	5910
w003	Week 3	2019-01-14	2019-01-20	SE	Sweden	244	55	2368733	874472	19410	4730
w002	Week 2	2019-01-07	2019-01-13	SE	Sweden	220	49	2459075	838522	17920	5027
w001	Week 1	2019-01-01	2019-01-06	SE	Sweden	154	33	881068	322514	8882	2135
