week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	NL	Netherlands	642	143	3973783	1508018	34842	6053
w018	Week 18	2019-04-29	2019-05-05	NL	Netherlands	1131	254	11356733	4395789	87665	18030
w017	Week 17	2019-04-22	2019-04-28	NL	Netherlands	1096	259	4857945	1904117	36737	7157
w016	Week 16	2019-04-15	2019-04-21	NL	Netherlands	1290	306	11605745	4358145	99351	18397
w015	Week 15	2019-04-08	2019-04-14	NL	Netherlands	1518	480	10263786	4195754	80943	14195
w014	Week 14	2019-04-01	2019-04-07	NL	Netherlands	1249	422	8551426	3201250	75350	13603
w013	Week 13	2019-03-25	2019-03-31	NL	Netherlands	924	319	6144133	2282054	66361	12998
w012	Week 12	2019-03-18	2019-03-24	NL	Netherlands	894	317	5610929	2021579	60062	10673
w011	Week 11	2019-03-11	2019-03-17	NL	Netherlands	688	254	5744013	2199903	44036	7121
w010	Week 10	2019-03-04	2019-03-10	NL	Netherlands	764	206	6802809	2694512	43539	7171
w009	Week 9	2019-02-25	2019-03-03	NL	Netherlands	278	111	1800222	672883	17124	3066
w008	Week 8	2019-02-18	2019-02-24	NL	Netherlands	198	75	1469736	635889	9518	1760
w007	Week 7	2019-02-11	2019-02-17	NL	Netherlands	127	64	681411	250658	4071	807
w006	Week 6	2019-02-04	2019-02-10	NL	Netherlands	117	56	1233479	482479	8306	1794
w005	Week 5	2019-01-28	2019-02-03	NL	Netherlands	132	42	2571756	1011994	17007	4327
w004	Week 4	2019-01-21	2019-01-27	NL	Netherlands	85	33	342066	143113	2114	275
w003	Week 3	2019-01-14	2019-01-20	NL	Netherlands	78	32	166869	56037	1422	241
w002	Week 2	2019-01-07	2019-01-13	NL	Netherlands	70	30	265341	59394	3095	344
w001	Week 1	2019-01-01	2019-01-06	NL	Netherlands	57	24	139826	35675	1141	141
