day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d135	2019-05-15	EE	Estonia	244	53	1049217	371396	4488	646
d134	2019-05-14	EE	Estonia	261	54	1097339	386469	5148	683
d133	2019-05-13	EE	Estonia	253	52	921526	317069	3825	429
d132	2019-05-12	EE	Estonia	278	58	1504680	476605	9992	1253
d131	2019-05-11	EE	Estonia	276	60	917507	308857	4537	528
d130	2019-05-10	EE	Estonia	278	59	952591	326656	4660	535
d129	2019-05-09	EE	Estonia	264	59	882831	306334	4795	433
d128	2019-05-08	EE	Estonia	245	54	1139263	425025	5524	661
d127	2019-05-07	EE	Estonia	254	53	1150336	331824	8039	861
d126	2019-05-06	EE	Estonia	201	53	529059	195479	3210	539
d125	2019-05-05	EE	Estonia	203	59	423339	167600	2323	452
d124	2019-05-04	EE	Estonia	195	57	620797	241694	4482	943
d123	2019-05-03	EE	Estonia	208	65	682861	236894	4881	661
d122	2019-05-02	EE	Estonia	204	64	1239256	516055	5543	1260
d121	2019-05-01	EE	Estonia	173	57	415580	153706	3926	579
d120	2019-04-30	EE	Estonia	177	58	408453	150313	3310	567
d119	2019-04-29	EE	Estonia	179	56	101363	37925	841	41
d118	2019-04-28	EE	Estonia	161	56	90390	30088	408	30
d117	2019-04-27	EE	Estonia	158	60	85477	25472	331	17
d116	2019-04-26	EE	Estonia	191	64	95064	30144	421	38
d115	2019-04-25	EE	Estonia	159	61	58616	15870	224	10
d114	2019-04-24	EE	Estonia	152	60	43095	11888	182	5
d113	2019-04-23	EE	Estonia	177	58	41073	14031	179	17
d112	2019-04-22	EE	Estonia	150	61	45289	12414	151	4
d111	2019-04-21	EE	Estonia	164	60	72271	17974	243	10
d110	2019-04-20	EE	Estonia	159	65	73047	17933	354	26
d109	2019-04-19	EE	Estonia	179	71	478924	221326	1345	231
d108	2019-04-18	EE	Estonia	178	74	91015	23604	440	24
d107	2019-04-17	EE	Estonia	174	74	79842	21430	397	27
d106	2019-04-16	EE	Estonia	193	73	65852	18393	372	33
d105	2019-04-15	EE	Estonia	223	75	72208	24595	399	26
d104	2019-04-14	EE	Estonia	219	82	164053	73206	875	127
d103	2019-04-13	EE	Estonia	221	89	74791	25028	367	26
d102	2019-04-12	EE	Estonia	271	99	152125	39454	1192	35
d101	2019-04-11	EE	Estonia	247	97	79421	26986	408	30
d100	2019-04-10	EE	Estonia	215	94	50046	17990	280	21
d099	2019-04-09	EE	Estonia	236	105	69978	17017	437	33
d098	2019-04-08	EE	Estonia	233	108	63244	15588	353	17
d097	2019-04-07	EE	Estonia	215	94	75710	20829	278	9
d096	2019-04-06	EE	Estonia	216	94	61417	18044	292	13
d095	2019-04-05	EE	Estonia	228	99	63961	18811	321	13
d094	2019-04-04	EE	Estonia	211	91	58509	17758	253	15
d093	2019-04-03	EE	Estonia	188	88	71749	26587	609	13
d092	2019-04-02	EE	Estonia	148	80	65975	25961	509	66
d091	2019-04-01	EE	Estonia	142	76	27642	11064	135	9
d090	2019-03-31	EE	Estonia	149	81	31300	12630	176	10
d089	2019-03-30	EE	Estonia	144	79	30581	12339	175	10
d088	2019-03-29	EE	Estonia	163	86	27128	11699	104	10
d087	2019-03-28	EE	Estonia	160	80	88459	35904	400	103
d086	2019-03-27	EE	Estonia	146	73	83798	25635	288	35
d085	2019-03-26	EE	Estonia	144	70	46907	15471	142	11
d084	2019-03-25	EE	Estonia	134	74	73130	23026	380	59
d083	2019-03-24	EE	Estonia	133	75	88734	31029	450	71
d082	2019-03-23	EE	Estonia	147	81	90050	31849	464	74
d081	2019-03-22	EE	Estonia	157	85	90666	31683	487	73
d080	2019-03-21	EE	Estonia	143	80	78627	29064	345	45
d079	2019-03-20	EE	Estonia	143	70	55166	21255	278	40
d078	2019-03-19	EE	Estonia	139	67	54024	20516	337	52
