gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	HR	Croatia	3028	752	22304486	8342484	71497	8368
m	male	HR	Croatia	2852	740	24749981	8902072	83570	8632
u	unknown	HR	Croatia	2687	693	360819	133804	1237	140
