country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
MT	Malta	f	female	4242	761	18830233	6494889	107821	8450
MT	Malta	m	male	4003	734	25705158	8648036	144822	10741
MT	Malta	u	unknown	3792	684	225427	76147	1318	103
