impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	ES	Spain	12419	801	11576266	0	1145390	0
1k_5k	1k - 5k	ES	Spain	6767	1001	29746016	5950393	587423	121
5k_10k	5k - 10k	ES	Spain	2554	615	21239570	10620847	214225	1185
10k_50k	10k - 50k	ES	Spain	3999	794	150423980	30085397	575368	70277
50k_100k	50k - 100k	ES	Spain	977	278	65062760	32531705	293025	65302
100k_200k	100k - 200k	ES	Spain	625	189	81766757	40883583	307099	97089
200k_500k	200k - 500k	ES	Spain	475	154	140941334	56376646	694444	169376
500k_1m	500k - 1m	ES	Spain	181	67	111828828	55914470	623745	157832
