day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d139	2019-05-19	FR	France	59	20	2392709	1017266	6288	1285
d138	2019-05-18	FR	France	58	20	2394126	1017746	6234	1285
d137	2019-05-17	FR	France	43	10	1928157	771675	3785	836
d136	2019-05-16	FR	France	1	1	13	2	0	0
d135	2019-05-15	FR	France	1	1	13	2	0	0
d134	2019-05-14	FR	France	1	1	13	2	0	0
d133	2019-05-13	FR	France	1	1	13	2	0	0
d132	2019-05-12	FR	France	1	1	13	2	0	0
d131	2019-05-11	FR	France	1	1	13	2	0	0
d130	2019-05-10	FR	France	1	1	13	2	0	0
d129	2019-05-09	FR	France	1	1	13	2	0	0
d128	2019-05-08	FR	France	1	1	13	2	0	0
d127	2019-05-07	FR	France	1	1	13	2	0	0
d126	2019-05-06	FR	France	1	1	13	2	0	0
d125	2019-05-05	FR	France	1	1	13	2	0	0
d124	2019-05-04	FR	France	1	1	13	2	0	0
d123	2019-05-03	FR	France	1	1	13	2	0	0
d122	2019-05-02	FR	France	1	1	13	2	0	0
d121	2019-05-01	FR	France	1	1	13	2	0	0
d120	2019-04-30	FR	France	1	1	13	2	0	0
d119	2019-04-29	FR	France	1	1	13	2	0	0
