advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPD	SPD	47930567748	Facebook	100_1k	100 - 1k	DE	Germany	189	1	13191668	4325100	104277	26891
Greenpeace Deutschland		22541752487	Facebook	100_1k	100 - 1k	DE	Germany	89	1	9092662	3824437	45692	10333
FDP	FDP	21289227249	Facebook	100_1k	100 - 1k	DE	Germany	67	1	6117546	2588866	34419	7497
European Parliament		178362315106	Facebook	100_1k	100 - 1k	DE	Germany	50	1	4258719	1883442	26973	9907
Covestro		150793518281117	Facebook	100_1k	100 - 1k	DE	Germany	11	1	3895267	1747869	7472	2694
Kialo		729627343834501	Facebook	100_1k	100 - 1k	DE	Germany	301	1	2868752	1058046	22018	6052
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	100_1k	100 - 1k	DE	Germany	32	1	2849522	1199820	17965	4799
Campact e.V.		82734241364	Facebook	100_1k	100 - 1k	DE	Germany	17	1	2499007	1139550	10979	3698
MDM Deutsche Münze		126866220711392	Facebook	100_1k	100 - 1k	DE	Germany	11	1	2449919	949983	5488	1099
Katarina Barley	SPD	1522202731410785	Facebook	100_1k	100 - 1k	DE	Germany	25	1	1798901	629558	12469	2498
Entega		198244400189055	Facebook	100_1k	100 - 1k	DE	Germany	36	1	1743837	482653	21818	6751
DIE LINKE	DIE LINKE	47694585682	Facebook	100_1k	100 - 1k	DE	Germany	13	1	1393889	607472	6458	1294
Hochschulinitiative Deutschland		883028475156898	Facebook	100_1k	100 - 1k	DE	Germany	7	1	1349689	609868	3491	699
Klang der Solidarität		385076005313967	Facebook	100_1k	100 - 1k	DE	Germany	16	1	1256102	584398	2930	678
Friedrich-Naumann-Stiftung für die Freiheit		140889782312	Facebook	100_1k	100 - 1k	DE	Germany	22	1	1169419	299887	11472	2598
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	100_1k	100 - 1k	DE	Germany	18	1	1069764	339953	8979	1799
Stadtwerke Tübingen: Wir wirken mit.		170813019659671	Facebook	100_1k	100 - 1k	DE	Germany	3	1	1049997	410000	2497	1100
Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	100_1k	100 - 1k	DE	Germany	5	1	1049994	459999	2994	899
Frosch		223829854355699	Facebook	100_1k	100 - 1k	DE	Germany	1	1	999375	499688	998	499
Privatinvestor Politik Spezial		414014872673187	Facebook	100_1k	100 - 1k	DE	Germany	5	1	949955	409983	3994	1699
SOS-Kinderdörfer weltweit		56497026719	Facebook	100_1k	100 - 1k	DE	Germany	12	1	930511	391692	5867	1175
Grüner Fisher Investments		138832469593845	Facebook	100_1k	100 - 1k	DE	Germany	54	1	909946	269000	30946	8600
IG Metall	IG Metall	249296718436	Facebook	100_1k	100 - 1k	DE	Germany	7	1	899993	420000	3993	1100
CDU CSU Europa	CDU/CSU-Gruppe in der EVP-Fraktion im Europäischen Parlament	1790920000965539	Facebook	100_1k	100 - 1k	DE	Germany	12	1	869986	359999	6487	1599
Peter Gillo	Peter Gillo	578310722649724	Facebook	100_1k	100 - 1k	DE	Germany	11	1	799989	310000	5489	1100
