country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
NL	Netherlands	European Parliament		178362315106	Facebook	84	1	7801343	3519880	61105	16017
NL	Netherlands	Europees Parlement Nederland		270788920480	Facebook	49	1	6842926	2933989	62050	15799
NL	Netherlands	SP	SP	128393027527	Facebook	161	1	6258838	2432000	72039	13600
NL	Netherlands	Lilian Marijnissen	SP	844559615710915	Facebook	59	1	5092917	2124989	26040	6199
NL	Netherlands	D66	D66	52985377549	Facebook	45	1	5049923	2012987	32854	7299
NL	Netherlands	Oxfam Novib		115289021825188	Facebook	39	1	4167921	1697983	56760	17699
NL	Netherlands	Facebook	Facebook	726281677519881	Facebook	5	1	4009994	2004999	20094	3999
NL	Netherlands	Stichting Vluchteling		120034538112114	Facebook	83	1	3873915	1523999	59116	13900
NL	Netherlands	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	11	1	3364956	1462985	17888	3799
NL	Netherlands	Vereniging Eigen Huis		371735371563	Facebook	15	1	3169963	1283991	24484	5399
NL	Netherlands	Stichting De Noordzee		128160633899802	Facebook	41	1	3137895	1328975	19258	3899
NL	Netherlands	Blendle		181375052003138	Facebook	81	1	2824911	967996	30918	5599
NL	Netherlands	European Commission		107898832590939	Facebook	9	1	2661375	1264192	15721	3105
NL	Netherlands	Amnesty International Nederland	Amnesty International Nederland	57729029960	Facebook	42	1	2420954	897998	16608	2889
NL	Netherlands	NPO Zapp		205247699486388	Facebook	6	1	2354884	1160945	2693	799
NL	Netherlands	GroenLinks	GroenLinks	175740570505	Facebook	49	1	2163638	788215	12841	3099
NL	Netherlands	CDA	CDA	320374518118	Facebook	12	1	2074988	917000	11888	2500
NL	Netherlands	Kialo		729627343834501	Facebook	361	1	2065242	843228	15521	3550
NL	Netherlands	Bespaarkiosk.nl		1659811130952704	Facebook	3	1	1999984	899994	14996	2999
NL	Netherlands	Vandebron		263935850440177	Facebook	13	1	1907957	810985	13586	2899
NL	Netherlands	Ben & Jerry's		147006749798	Facebook	4	1	1799997	850000	11496	2600
NL	Netherlands	VVD		121264564551002	Facebook	33	1	1741967	699000	6466	799
NL	Netherlands	Henk Jan Ormel	CDA	823537391322678	Facebook	22	1	1512495	545106	8164	1497
NL	Netherlands	Wilde Ganzen		105516159523693	Facebook	12	1	1417967	545991	4187	1299
NL	Netherlands	CDA Gelderland		133724653386228	Facebook	10	1	1251990	530000	3890	1000
