country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LU	Luxembourg	13_17	13-17	468	162	458463	132644	2811	108
LU	Luxembourg	18_24	18-24	2858	663	5349981	1809459	29064	2993
LU	Luxembourg	25_34	25-34	3305	746	5651747	1996059	31436	3515
LU	Luxembourg	35_44	35-44	3226	735	3387592	1156977	19873	1870
LU	Luxembourg	45_54	45-54	3042	703	2314530	746678	14202	1149
LU	Luxembourg	55_64	55-64	2465	651	1379305	418256	9307	575
LU	Luxembourg	65_	65+	2199	578	708933	213117	4756	281
