recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	IT	Italy	1506	413	9463409	3480458	52091	6034
rd2	Last 2 days	2019-05-06	2019-05-07	IT	Italy	1714	470	20459398	7409550	114408	12535
rd3	Last 3 days	2019-05-05	2019-05-07	IT	Italy	1888	509	30873228	11229681	165176	18486
rd4	Last 4 days	2019-05-04	2019-05-07	IT	Italy	2086	558	39560935	14339062	209732	23197
rd5	Last 5 days	2019-05-03	2019-05-07	IT	Italy	2308	609	48336183	17593984	254536	28599
rd6	Last 6 days	2019-05-02	2019-05-07	IT	Italy	2529	660	57278209	20877136	303365	34388
rw1	Last week	2019-05-01	2019-05-07	IT	Italy	2713	703	63315653	23029389	332404	37044
rw2	Last 2 weeks	2019-04-24	2019-05-07	IT	Italy	3725	1002	99533080	36766238	491950	56282
rw3	Last 3 weeks	2019-04-17	2019-05-07	IT	Italy	4500	1357	116167535	42649367	579699	64923
rw4	Last 4 weeks	2019-04-10	2019-05-07	IT	Italy	6019	2015	146099597	53402373	751479	80819
rm1	Last month	2019-04-08	2019-05-07	IT	Italy	6439	2170	154160747	56162127	798167	84689
rm2	Last 2 months	2019-03-09	2019-05-07	IT	Italy	10973	3819	249898782	90070737	1309197	124945
rm3	Last 3 months	2019-02-07	2019-05-07	IT	Italy	12181	4063	284371289	102893769	1486912	143538
rm6	Last 6 months	2019-01-01	2019-05-07	IT	Italy	12805	4119	295461630	106764663	1560862	149444
