gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	HU	Hungary	1895	220	62529736	25154331	213155	79278
m	male	HU	Hungary	1907	218	68253898	27655868	222300	83989
u	unknown	HU	Hungary	1631	206	228425	91077	786	287
