country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
FR	France	f18_24	female (18-24)	8494	2688	28122707	11446429	168364	28515
FR	France	m25_34	male (25-34)	10649	2913	27847845	10902852	214732	38145
FR	France	f25_34	female (25-34)	11172	3034	26168527	10050416	209591	35674
FR	France	m18_24	male (18-24)	8175	2598	24368910	10059890	144025	24929
FR	France	f35_44	female (35-44)	11191	2980	21946681	8261216	196633	33897
FR	France	m35_44	male (35-44)	10600	2854	20740364	7975703	185727	34068
FR	France	f45_54	female (45-54)	10714	2859	18333798	6911090	176846	29882
FR	France	m45_54	male (45-54)	10117	2742	15692958	5986242	151590	27574
FR	France	f55_64	female (55-64)	9579	2634	14442970	5405050	145258	23963
FR	France	f65_	female (65+)	8357	2332	10788970	3961849	106851	16580
