audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	FR	France	480	163	5438590	2324146	32819	6454
m18_24	male (18-24)	FR	France	470	159	5042414	2179970	29484	5990
m25_34	male (25-34)	FR	France	553	178	3591929	1525001	22154	4461
f25_34	female (25-34)	FR	France	586	185	2837795	1207532	18278	3539
m35_44	male (35-44)	FR	France	540	170	2435762	1050394	17005	3351
f35_44	female (35-44)	FR	France	578	179	2401866	1055622	18479	3652
f45_54	female (45-54)	FR	France	565	173	2057770	892895	15144	3048
f55_64	female (55-64)	FR	France	521	164	1881759	796882	12872	2709
m45_54	male (45-54)	FR	France	533	165	1846504	791796	13868	2693
f65_	female (65+)	FR	France	448	146	1731910	712008	15100	3004
m65_	male (65+)	FR	France	435	142	1593279	634209	11997	2394
m55_64	male (55-64)	FR	France	497	158	1396143	595118	11494	2271
f13_17	female (13-17)	FR	France	46	20	225505	77942	625	20
m13_17	male (13-17)	FR	France	45	19	163048	58139	528	84
u35_44	unknown (35-44)	FR	France	471	153	77938	34243	588	113
u25_34	unknown (25-34)	FR	France	462	153	64473	27269	413	78
u45_54	unknown (45-54)	FR	France	427	139	43934	18977	326	62
u65_	unknown (65+)	FR	France	341	116	27722	10610	199	41
u18_24	unknown (18-24)	FR	France	350	121	26064	10853	171	32
u55_64	unknown (55-64)	FR	France	371	132	23609	9883	167	33
u13_17	unknown (13-17)	FR	France	55	17	899	303	3	0
