gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	BE	Belgium	13535	2313	196251359	75258158	1343765	246549
m	male	BE	Belgium	13214	2253	216037365	82632930	1526912	285013
u	unknown	BE	Belgium	11679	2137	1984468	739934	14237	2487
