country_code_filter	country_name_filter	audience_code	audience_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
DK	Denmark	m18_24	male (18-24)	7265	1247	14051203	4331390	114415	27485
DK	Denmark	f18_24	female (18-24)	7311	1283	12303682	3996736	94145	22441
DK	Denmark	m25_34	male (25-34)	7983	1357	10440612	3199969	92222	21471
DK	Denmark	f25_34	female (25-34)	8181	1405	9161155	2964224	86025	19959
DK	Denmark	f35_44	female (35-44)	8242	1387	7866135	2523937	85793	19993
DK	Denmark	m35_44	male (35-44)	8106	1344	7491027	2283357	70715	15991
DK	Denmark	f45_54	female (45-54)	7950	1350	7426239	2327485	82158	19593
DK	Denmark	m45_54	male (45-54)	7744	1305	7105638	2117727	69137	15891
DK	Denmark	f65_	female (65+)	6695	1165	6592118	1991249	70284	17739
DK	Denmark	f55_64	female (55-64)	7247	1273	6306065	1918676	68098	16706
