recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-13	2019-05-13	CY	Cyprus	143	41	548558	174591	2297	111
rd2	Last 2 days	2019-05-12	2019-05-13	CY	Cyprus	173	48	1380964	423261	5412	226
rd3	Last 3 days	2019-05-11	2019-05-13	CY	Cyprus	198	51	2171086	664023	8229	341
rd4	Last 4 days	2019-05-10	2019-05-13	CY	Cyprus	230	53	3463970	1100610	14161	1013
rd5	Last 5 days	2019-05-09	2019-05-13	CY	Cyprus	271	57	4671969	1504440	20195	1650
rd6	Last 6 days	2019-05-08	2019-05-13	CY	Cyprus	294	60	5839205	1907194	26049	2349
rw1	Last week	2019-05-07	2019-05-13	CY	Cyprus	317	61	7026511	2310798	32047	2998
rw2	Last 2 weeks	2019-04-30	2019-05-13	CY	Cyprus	454	82	10769731	3385593	45562	3803
rw3	Last 3 weeks	2019-04-23	2019-05-13	CY	Cyprus	521	104	12169315	3796259	51238	4071
rw4	Last 4 weeks	2019-04-16	2019-05-13	CY	Cyprus	602	131	13053659	4048236	54925	4096
rm1	Last month	2019-04-14	2019-05-13	CY	Cyprus	665	142	13391855	4156346	56600	4164
rm2	Last 2 months	2019-03-15	2019-05-13	CY	Cyprus	1339	337	20719581	6787865	89416	7775
rm3	Last 3 months	2019-02-13	2019-05-13	CY	Cyprus	1516	383	23152024	7582707	97509	8308
rm6	Last 6 months	2019-01-01	2019-05-13	CY	Cyprus	1595	403	23240767	7621779	97896	8388
