gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	PL	Poland	398	116	5697488	1957465	21243	4274
m	male	PL	Poland	377	115	5023845	1614672	16051	3250
u	unknown	PL	Poland	313	104	20100	6165	81	16
