country_code_filter	country_name_filter	day_code	day_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	d133	2019-05-13	679	153	8765217	3609961	14906	3220
RO	Romania	d132	2019-05-12	766	166	10312842	4228234	17270	3761
RO	Romania	d131	2019-05-11	856	178	12236509	5061185	20408	4544
RO	Romania	d130	2019-05-10	899	190	18132335	7708436	36134	7662
RO	Romania	d129	2019-05-09	755	173	11966299	5080896	25542	5624
RO	Romania	d128	2019-05-08	662	164	12690641	5416847	27360	6066
RO	Romania	d127	2019-05-07	601	159	10550703	4514173	23060	5107
RO	Romania	d126	2019-05-06	536	138	11269110	5031612	22044	4888
RO	Romania	d125	2019-05-05	500	138	7823579	3352481	18166	4159
RO	Romania	d124	2019-05-04	474	128	9509183	4080133	21483	5512
RO	Romania	d123	2019-05-03	487	140	8383804	3674218	17825	4856
RO	Romania	d122	2019-05-02	447	141	7035181	3116350	13211	3051
RO	Romania	d121	2019-05-01	395	135	4657610	1968766	11299	3044
RO	Romania	d120	2019-04-30	399	132	2809300	1178013	5195	1176
RO	Romania	d119	2019-04-29	423	131	7915055	3597733	14857	5027
RO	Romania	d118	2019-04-28	435	139	5066915	2115487	6148	1696
RO	Romania	d117	2019-04-27	473	152	6224042	2566822	5901	1786
RO	Romania	d116	2019-04-26	520	165	5895361	2459758	9029	2394
RO	Romania	d115	2019-04-25	575	182	7711104	3193718	13863	3632
RO	Romania	d114	2019-04-24	568	194	7984340	3421192	16963	3854
RO	Romania	d113	2019-04-23	580	196	6725869	2880197	18612	4076
RO	Romania	d112	2019-04-22	539	200	5841480	2509784	14221	3235
RO	Romania	d111	2019-04-21	526	196	6052364	2627422	13850	3180
RO	Romania	d110	2019-04-20	531	210	5697994	2479796	12645	3004
RO	Romania	d109	2019-04-19	555	225	5017776	2128465	12223	2826
RO	Romania	d108	2019-04-18	536	214	6964423	2900278	14485	3260
RO	Romania	d107	2019-04-17	546	216	7379135	3146340	13410	3003
RO	Romania	d106	2019-04-16	573	209	8046126	3497655	14153	3746
RO	Romania	d105	2019-04-15	632	222	4488622	1814463	8191	1646
RO	Romania	d104	2019-04-14	600	232	2575695	1021987	6021	1126
RO	Romania	d103	2019-04-13	572	222	3056850	1357845	6025	1125
RO	Romania	d102	2019-04-12	668	244	2031613	819592	5122	906
RO	Romania	d101	2019-04-11	606	238	2420176	943188	5926	1039
RO	Romania	d100	2019-04-10	552	218	1474123	563391	3809	637
RO	Romania	d099	2019-04-09	568	232	1700352	652075	4162	710
RO	Romania	d098	2019-04-08	543	229	2123385	884448	4933	1192
RO	Romania	d097	2019-04-07	504	221	1228912	467916	3186	473
RO	Romania	d096	2019-04-06	495	235	1614845	615598	3358	518
RO	Romania	d095	2019-04-05	528	247	2613442	983255	4896	759
RO	Romania	d094	2019-04-04	480	233	2360470	872949	4444	568
RO	Romania	d093	2019-04-03	419	214	1783859	712514	5677	1005
RO	Romania	d092	2019-04-02	362	187	1708191	653950	5309	966
RO	Romania	d091	2019-04-01	323	164	1685614	691277	5033	997
RO	Romania	d090	2019-03-31	331	157	1497291	630466	4908	965
RO	Romania	d089	2019-03-30	332	160	1256213	523417	4485	899
RO	Romania	d088	2019-03-29	355	167	1772227	736753	4634	922
RO	Romania	d087	2019-03-28	351	156	1195376	506646	4576	853
RO	Romania	d086	2019-03-27	319	150	1265540	552224	4181	851
RO	Romania	d085	2019-03-26	311	145	710522	292444	1711	281
RO	Romania	d084	2019-03-25	299	150	394095	138537	1168	175
RO	Romania	d083	2019-03-24	309	154	548645	202490	1414	183
RO	Romania	d082	2019-03-23	343	176	782690	279365	2955	447
RO	Romania	d081	2019-03-22	389	195	994559	312159	2826	388
RO	Romania	d080	2019-03-21	381	196	1620373	500131	3254	438
RO	Romania	d079	2019-03-20	341	169	1341922	437090	2503	343
RO	Romania	d078	2019-03-19	305	149	775964	231995	1921	212
RO	Romania	d077	2019-03-18	272	121	566807	171581	1490	179
RO	Romania	d076	2019-03-17	205	92	441563	128461	1126	138
RO	Romania	d075	2019-03-16	195	91	438133	122975	1090	115
RO	Romania	d074	2019-03-15	199	102	582308	161037	1528	183
RO	Romania	d073	2019-03-14	166	88	627244	192934	1389	228
RO	Romania	d072	2019-03-13	175	100	693624	224300	1554	184
