advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	50_100	50 - 100	DK	Denmark	178	1	1106566	263425	4755	1712
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	50_100	50 - 100	DK	Denmark	116	1	504412	130528	2846	958
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	50_100	50 - 100	DK	Denmark	59	1	403699	114505	2291	1016
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	50_100	50 - 100	DK	Denmark	57	1	340403	82316	1122	337
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	50_100	50 - 100	DK	Denmark	42	1	226103	58016	1097	388
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	50_100	50 - 100	DK	Denmark	16	1	206400	45305	702	326
SF	SF	74796954245	Facebook	50_100	50 - 100	DK	Denmark	25	1	203844	48959	852	356
Danske Medier	Danske Medier	300107073389986	Facebook	50_100	50 - 100	DK	Denmark	24	1	203409	48188	677	253
Pia Olsen Dyhr	SF	49348971479	Facebook	50_100	50 - 100	DK	Denmark	30	1	200388	51163	1055	447
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	50_100	50 - 100	DK	Denmark	38	1	175539	47405	1109	424
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	50_100	50 - 100	DK	Denmark	41	1	171524	52345	1274	508
Folkekirkens Nødhjælp		276770505228	Facebook	50_100	50 - 100	DK	Denmark	23	1	170849	40447	700	275
Jeppe Kofod	Socialdemokratiet	137685999659722	Facebook	50_100	50 - 100	DK	Denmark	28	1	168379	38692	665	217
Lizette Risgaard		547601668763372	Facebook	50_100	50 - 100	DK	Denmark	34	1	156525	47645	1082	436
En grønnere planet		301647537160818	Facebook	50_100	50 - 100	DK	Denmark	15	1	155002	34347	1604	340
Christel Schaldemose		424159230945271	Facebook	50_100	50 - 100	DK	Denmark	13	1	141657	59570	296	93
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	50_100	50 - 100	DK	Denmark	19	1	141581	32581	396	113
Socialdemokratiet		41459763029	Facebook	50_100	50 - 100	DK	Denmark	18	1	140746	34937	538	209
Enhedslisten	Enhedslisten	223040066022	Facebook	50_100	50 - 100	DK	Denmark	10	1	138111	29635	404	182
Asger Christensen i EU	Christensen Asger Bank Møller	1450750935146684	Facebook	50_100	50 - 100	DK	Denmark	15	1	132297	36793	685	323
Lederne		167891603415958	Facebook	50_100	50 - 100	DK	Denmark	21	1	121393	31338	706	293
Røde Kors		65929129383	Facebook	50_100	50 - 100	DK	Denmark	14	1	120995	26452	471	195
Niels Fuglsang		264009771074617	Facebook	50_100	50 - 100	DK	Denmark	28	1	118923	34838	705	242
Mona Juul	Mona Juul	2079067062409423	Facebook	50_100	50 - 100	DK	Denmark	43	1	118464	25847	837	218
Charlotte Munch - Politiker		210317432480139	Facebook	50_100	50 - 100	DK	Denmark	27	1	112688	24351	490	115
