country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SK	Slovakia	f	female	5904	797	46724309	15949273	311287	28588
SK	Slovakia	m	male	5449	783	53354412	18125757	345275	34347
SK	Slovakia	u	unknown	4553	738	368620	122875	2393	270
