advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU Christlich Demokratische Union		AR68737343799951360	Google	5k_10k	5k - 10k	4691	1	3530329	0	31468	1535
COALICION CANARIA		AR489541609348661248	Google	5k_10k	5k - 10k	4654	1	3502483	0	17512	0
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	5k_10k	5k - 10k	1909	1	1436665	0	7183	0
mmb media agentur d.o.o.		AR524572049809604608	Google	5k_10k	5k - 10k	1382	1	1040058	0	5200	0
CDU	CDU	78502295414	Facebook	5k_10k	5k - 10k	87	1	869913	435000	8613	0
HLAS		AR312619193323225088	Google	5k_10k	5k - 10k	814	1	612596	0	3537	52
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	5k_10k	5k - 10k	697	1	524544	0	2622	0
Open Vld		AR369049153717665792	Google	5k_10k	5k - 10k	311	1	234050	0	1170	0
CENTERPARTIETS RIKSORGANISATION		AR484881879070146560	Google	5k_10k	5k - 10k	278	1	209215	0	3977	112
DIE GRÜNEN – DIE GRÜNE ALTERNATIVE		AR330966468978016256	Google	5k_10k	5k - 10k	268	1	201690	0	1008	0
Det Konservative Folkeparti		AR40969452518375424	Google	5k_10k	5k - 10k	260	1	195669	0	1384	45
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	5k_10k	5k - 10k	19	1	189981	95000	2176	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	5k_10k	5k - 10k	19	1	189981	95000	1881	0
Mediabrands Digital OÜ		AR530356305605427200	Google	5k_10k	5k - 10k	242	1	182123	0	910	0
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	5k_10k	5k - 10k	215	1	161803	0	842	3
Gestion et Action Libérale		AR201311233196949504	Google	5k_10k	5k - 10k	207	1	155783	0	1185	45
Flamesite s.r.o.		AR522320249995919360	Google	5k_10k	5k - 10k	193	1	145246	0	726	0
Conservatives	The Conservative Party	8807334278	Facebook	5k_10k	5k - 10k	14	1	139986	70000	1603	0
Bündnis 90/Die Grünen Baden-Württemberg		AR17917091730423808	Google	5k_10k	5k - 10k	174	1	130948	0	756	11
FDP	FDP	21289227249	Facebook	5k_10k	5k - 10k	12	1	119988	60000	1188	0
Sloboda a Solidarita		AR242125929453715456	Google	5k_10k	5k - 10k	159	1	119659	0	699	11
TOP 09		AR268709096956362752	Google	5k_10k	5k - 10k	148	1	111381	0	556	0
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	5k_10k	5k - 10k	11	1	109989	55000	734	147
KUKIZ'15	Komitet Wyborczy Wyborców Kukiz'15	328170794051845	Facebook	5k_10k	5k - 10k	11	1	109989	55000	439	46
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	5k_10k	5k - 10k	136	1	102350	0	511	0
