advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU Christlich Demokratische Union		AR68737343799951360	Google	100k_200k	100k - 200k	289	1	8699766	869976	43498	4349
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	100k_200k	100k - 200k	213	1	5629260	562926	4982	240
Liberaalipuolue - Vapaus valita r.p.		AR52536314842578944	Google	100k_200k	100k - 200k	144	1	3401638	340163	1700	0
EVOLVEDREAMSOFT SRL		AR495298652231696384	Google	100k_200k	100k - 200k	127	1	3040402	304040	3010	165
COALICION CANARIA		AR489541609348661248	Google	100k_200k	100k - 200k	109	1	2950093	295009	2287	90
Mediabrands Digital OÜ		AR530356305605427200	Google	100k_200k	100k - 200k	98	1	2919990	291999	1595	15
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	100k_200k	100k - 200k	101	1	2618960	261896	1309	0
AMERISOFT SRL		AR573801583431647232	Google	100k_200k	100k - 200k	146	1	2588857	258885	1294	0
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	100k_200k	100k - 200k	127	1	2498548	249854	43950	1339
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	100k_200k	100k - 200k	95	1	2408239	240823	15773	767
Open Vld		AR369049153717665792	Google	100k_200k	100k - 200k	85	1	2167415	216741	5960	541
HLAS		AR312619193323225088	Google	100k_200k	100k - 200k	68	1	1986797	198679	2077	120
Partido Popular Regional De Canarias		AR288284801977286656	Google	100k_200k	100k - 200k	78	1	1776076	177607	1294	45
Sozialdemokratische Partei Österreichs (SPÖ)		AR520910676089110528	Google	100k_200k	100k - 200k	74	1	1776076	177607	58640	1309
mmb media agentur d.o.o.		AR524572049809604608	Google	100k_200k	100k - 200k	59	1	1625561	162556	812	0
Fidesz	Fidesz	9844779306	Facebook	100k_200k	100k - 200k	8	1	1599992	800000	7738	3404
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	100k_200k	100k - 200k	62	1	1595458	159545	933	15
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	100k_200k	100k - 200k	83	1	1535252	153525	20289	466
KREMSA DIGITAL s.r.o.		AR420840549432426496	Google	100k_200k	100k - 200k	73	1	1475046	147504	872	15
Liberal Alliance		AR183859784640888832	Google	100k_200k	100k - 200k	49	1	1324531	132453	15503	797
SOCIALDEMOKRATIET		AR271193993235136512	Google	100k_200k	100k - 200k	89	1	1324531	132453	59363	1414
Sloboda a Solidarita		AR242125929453715456	Google	100k_200k	100k - 200k	53	1	1234222	123422	1565	105
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	100k_200k	100k - 200k	45	1	1023501	102350	511	0
UAB "BPN LT"		AR135010682042056704	Google	100k_200k	100k - 200k	34	1	842883	84288	421	0
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	100k_200k	100k - 200k	4	1	799996	400000	2888	925
Gouvernement	Gouvernement	392341217527576	Facebook	100k_200k	100k - 200k	4	1	799996	400000	1996	400
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	100k_200k	100k - 200k	52	1	752574	75257	647	30
Venstres Landsorganisation		AR283015942256984064	Google	100k_200k	100k - 200k	31	1	752574	75257	74670	1444
CDA Doetinchem		AR453512812329697280	Google	100k_200k	100k - 200k	31	1	602059	60205	301	0
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	100k_200k	100k - 200k	3	1	599997	300000	1392	649
European Parliament	European Parliament	178362315106	Facebook	100k_200k	100k - 200k	3	1	599997	300000	1497	300
The Labour Party	The Labour Party	25749647410	Facebook	100k_200k	100k - 200k	3	1	599997	300000	2889	1272
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	100k_200k	100k - 200k	3	1	599997	300000	1097	200
INBOX	New Digital Media	369693523475596	Facebook	100k_200k	100k - 200k	3	1	599997	300000	697	100
Pametno		AR222880077921124352	Google	100k_200k	100k - 200k	24	1	571956	57195	285	0
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	100k_200k	100k - 200k	34	1	571956	57195	692	45
Kansallinen Kokoomus r.p.		AR210958348219056128	Google	100k_200k	100k - 200k	34	1	541853	54185	46298	857
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	100k_200k	100k - 200k	24	1	541853	54185	1083	90
Česká Produkční Social Media s.r.o.		AR561937852967944192	Google	100k_200k	100k - 200k	27	1	541853	54185	1083	90
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	100k_200k	100k - 200k	38	1	541853	54185	2709	270
Cink, s.r.o.		AR361287976015101952	Google	100k_200k	100k - 200k	25	1	511750	51175	662	45
Flamesite s.r.o.		AR522320249995919360	Google	100k_200k	100k - 200k	17	1	511750	51175	933	75
Slovenska demokratska stranka		AR170068335415787520	Google	100k_200k	100k - 200k	33	1	481647	48164	240	0
Socialdemokratiet i Region Midtjylland		AR258908874940088320	Google	100k_200k	100k - 200k	23	1	481647	48164	918	75
Bündnis90/ Die Grünen		AR207068276079984640	Google	100k_200k	100k - 200k	17	1	451544	45154	37779	767
Fianna Fáil		AR101183107301900288	Google	100k_200k	100k - 200k	17	1	421441	42144	752	60
SPÖ	SPÖ	77393060080	Facebook	100k_200k	100k - 200k	2	1	399998	200000	5498	1100
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	100k_200k	100k - 200k	2	1	399998	200000	11569	2314
