country_code_filter	country_name_filter	age_code	age_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ES	Spain	13_17	13-17	931	383	2691625	1057002	6790	587
ES	Spain	18_24	18-24	15817	1947	98846026	39581004	541630	76354
ES	Spain	25_34	25-34	19626	2138	138800242	53920470	904616	124646
ES	Spain	35_44	35-44	19618	2142	127589548	48939660	934944	125356
ES	Spain	45_54	45-54	19699	2062	104142276	38255085	802295	100738
ES	Spain	55_64	55-64	18820	1892	70823186	25581566	656620	68668
ES	Spain	65_	65+	16280	1666	40007413	14509474	384439	39287
